gene_symbol	uniprot_acc	papers_found	papers_selected	evidence_grade	tier
GOLM1	Q8NBJ4	236	21	weak	low
GOT2	P00505	284	3	weak	no
GP1BA	P07359	296	26	direct_multi_method	likely
GP1BB	P13224	354	5	direct_multi_method	canonical
GP2	P55259	293	16	direct_multi_method	canonical
GP5	P40197	322	0	weak	likely
GP6	Q9HCN6	309	31	direct_multi_method	canonical
GP9	P14770	281	27	direct_multi_method	likely
GPA33	Q99795	249	20	direct_multi_method	canonical
GPBAR1	Q8TDU6	308	22	direct_multi_method	canonical
GPC1	P35052	257	35	direct_multi_method	canonical
GPC2	Q8N158	195	27	direct_multi_method	canonical
GPC3	P51654	300	31	direct_multi_method	canonical
GPC4	O75487	231	32	direct_multi_method	canonical
GPC5	P78333	235	15	supportive_but_indirect	canonical
GPC6	Q9Y625	204	20	direct_multi_method	canonical
GPER1	Q99527	338	19	supportive_but_indirect	likely
GPHB5	Q86YW7	338	2	weak	no
GPI	P06744	349	4	supportive_but_indirect	likely
GPIHBP1	Q8IV16	223	22	direct_multi_method	likely
GPLD1	P80108	296	15	weak	no
GPM6A	P51674	363	11	direct_multi_method	canonical
GPM6B	Q13491	242	10	direct_single_method	canonical
GPNMB	Q14956	278	36	direct_multi_method	canonical
GPR101	Q96P66	175	12	direct_multi_method	canonical
GPR107	Q5VW38	142	14	weak	low
GPR108	Q9NPR9	134	6	weak	no
GPR119	Q8TDV5	247	20	direct_multi_method	canonical
GPR12	P47775	169	9	supportive_but_indirect	canonical
GPR132	Q9UNW8	270	25	direct_single_method	canonical
GPR135	Q8IZ08	215	3	direct_single_method	canonical
GPR137	Q96N19	118	12	weak	no
GPR137C	Q8N3F9	175	1	weak	no
GPR139	Q6DWJ6	183	10	supportive_but_indirect	likely
GPR141	Q7Z602	120	2	weak	low
GPR142	Q7Z601	136	13	direct_single_method	canonical
GPR143	P51810	247	12	direct_single_method	likely
GPR146	Q96CH1	189	15	direct_multi_method	canonical
GPR148	Q8TDV2	229	5	weak	low
GPR149	Q86SP6	315	4	weak	likely
GPR15	P49685	272	23	direct_multi_method	canonical
GPR150	Q8NGU9	84	3	weak	likely
GPR151	Q8TDV0	327	11	supportive_but_indirect	likely
GPR152	Q8TDT2	192	2	weak	likely
GPR153	Q6NV75	155	4	supportive_but_indirect	canonical
GPR155	Q7Z3F1	151	5	weak	no
GPR156	Q8NFN8	200	12	supportive_but_indirect	likely
GPR157	Q5UAW9	108	3	supportive_but_indirect	likely
GPR158	Q5T848	182	20	direct_multi_method	canonical
GPR15LG	Q6UWK7	140	19	weak	no
GPR160	Q9UJ42	169	6	direct_single_method	canonical
GPR161	Q8N6U8	226	27	supportive_but_indirect	likely
GPR162	Q16538	361	3	supportive_but_indirect	likely
GPR17	Q13304	211	19	direct_multi_method	likely
GPR171	O14626	160	15	direct_single_method	canonical
GPR173	Q9NS66	147	21	supportive_but_indirect	canonical
GPR174	Q9BXC1	187	12	direct_single_method	likely
GPR176	Q14439	134	9	supportive_but_indirect	canonical
GPR179	Q6PRD1	163	12	supportive_but_indirect	likely
GPR18	Q14330	227	24	direct_multi_method	canonical
GPR180	Q86V85	287	3	weak	no
GPR183	P32249	227	33	direct_multi_method	canonical
GPR19	Q15760	158	15	supportive_but_indirect	likely
GPR20	Q99678	120	6	direct_multi_method	canonical
GPR21	Q99679	110	9	supportive_but_indirect	canonical
GPR22	Q99680	136	3	weak	low
GPR25	O00155	114	8	supportive_but_indirect	canonical
GPR26	Q8NDV2	147	9	direct_single_method	likely
GPR27	Q9NS67	148	9	supportive_but_indirect	likely
GPR3	P46089	241	20	direct_multi_method	canonical
GPR31	O00270	176	18	direct_single_method	canonical
GPR32	O75388	164	13	direct_multi_method	canonical
GPR33	Q49SQ1	119	4	supportive_but_indirect	likely
GPR34	Q9UPC5	246	22	direct_multi_method	canonical
GPR35	Q9HC97	228	28	direct_multi_method	canonical
GPR37	O15354	204	28	direct_multi_method	likely
GPR37L1	O60883	176	19	direct_multi_method	canonical
GPR39	O43194	208	28	direct_multi_method	canonical
GPR4	P46093	203	25	direct_multi_method	canonical
GPR42	O15529	90	2	weak	low
GPR45	Q9Y5Y3	157	5	supportive_but_indirect	likely
GPR50	Q13585	323	11	direct_single_method	canonical
GPR52	Q9Y2T5	134	8	direct_single_method	canonical
GPR55	Q9Y2T6	254	25	direct_multi_method	canonical
GPR6	P46095	157	7	direct_multi_method	likely
GPR61	Q9BZJ8	150	12	direct_single_method	canonical
GPR62	Q9BZJ7	105	7	direct_single_method	likely
GPR63	Q9BZJ6	205	10	supportive_but_indirect	canonical
GPR65	Q8IYL9	206	30	direct_multi_method	canonical
GPR68	Q15743	315	16	direct_multi_method	canonical
GPR75	O95800	183	15	direct_single_method	canonical
GPR78	Q96P69	197	3	supportive_but_indirect	likely
GPR82	Q96P67	101	1	weak	low
GPR83	Q9NYM4	254	13	direct_single_method	canonical
GPR84	Q9NQS5	222	26	direct_multi_method	canonical
GPR85	P60893	184	9	supportive_but_indirect	likely
GPR87	Q9BY21	168	22	supportive_but_indirect	canonical
GPR88	Q9GZN0	313	8	direct_multi_method	likely
GPRC5A	Q8NFJ5	222	20	direct_single_method	canonical
GPRC5B	Q9NZH0	194	16	supportive_but_indirect	canonical
GPRC5C	Q9NQ84	172	11	direct_single_method	canonical
GPRC5D	Q9NZD1	218	21	direct_multi_method	canonical
GPRC6A	Q5T6X5	339	23	direct_multi_method	canonical
GPRIN1	Q7Z2K8	297	0	weak	no
GPRIN2	O60269	168	1	weak	no
GPX5	O75715	259	7	weak	low
GRAMD1A	Q96CP6	292	7	weak	no
GRAMD1B	Q3KR37	309	12	weak	no
GRAMD1C	Q8IYS0	255	10	weak	no
GREM1	O60565	280	13	supportive_but_indirect	canonical
GREP1	A0A0J9YXV3	91	1	weak	no
GRIA1	P42261	275	42	direct_multi_method	canonical
GRIA2	P42262	289	38	direct_multi_method	canonical
GRIA3	P42263	235	31	direct_multi_method	canonical
GRIA4	P48058	248	31	direct_multi_method	canonical
GRID1	Q9ULK0	259	21	direct_single_method	likely
GRID2	O43424	246	22	direct_multi_method	likely
GRIK1	P39086	242	23	direct_multi_method	canonical
GRIK2	Q13002	229	27	direct_multi_method	canonical
GRIK3	Q13003	200	22	direct_multi_method	canonical
GRIK4	Q16099	245	15	direct_single_method	canonical
GRIK5	Q16478	242	18	direct_multi_method	canonical
GRIN1	Q05586	280	45	direct_multi_method	canonical
GRIN2A	Q12879	278	37	direct_multi_method	canonical
GRIN2B	Q13224	291	33	direct_multi_method	canonical
GRIN2C	Q14957	235	30	direct_multi_method	canonical
GRIN2D	O15399	238	30	direct_multi_method	likely
GRIN3A	Q8TCU5	208	25	direct_multi_method	canonical
GRIN3B	O60391	232	17	direct_single_method	likely
GRINA	Q7Z429	205	7	weak	no
GRM1	Q13255	278	25	direct_single_method	canonical
GRM2	Q14416	274	24	direct_multi_method	canonical
GRM3	Q14832	268	23	direct_multi_method	canonical
GRM4	Q14833	234	20	direct_multi_method	canonical
GRM5	P41594	287	33	direct_multi_method	canonical
GRM6	O15303	221	20	direct_multi_method	likely
GRM7	Q14831	254	19	direct_single_method	likely
GRM8	O00222	224	16	direct_multi_method	canonical
GRN	P28799	283	18	weak	low
GRPR	P30550	260	32	direct_multi_method	canonical
GSDMA	Q96QA5	231	14	direct_single_method	likely
GSDMB	Q8TAX9	234	17	direct_multi_method	likely
GSDMC	Q9BYG8	212	14	direct_single_method	likely
GSDMD	P57764	353	28	direct_multi_method	likely
GSDME	O60443	283	25	direct_multi_method	likely
GSG1	Q2KHT4	127	3	weak	low
GSG1L	Q6UXU4	142	11	direct_multi_method	likely
GSG1L2	A8MUP6	27	2	weak	low
GSN	P06396	320	15	weak	no
GUCA2A	Q02747	242	0	weak	no
GUCY2C	P25092	346	7	direct_multi_method	likely
GUCY2D	Q02846	289	15	supportive_but_indirect	likely
GUCY2F	P51841	252	5	supportive_but_indirect	likely
GUSB	P08236	337	2	weak	low
GYPA	P02724	371	8	direct_multi_method	likely
GYPB	P06028	332	6	direct_multi_method	canonical
GYPC	P04921	347	17	direct_multi_method	likely
GYPE	P15421	308	0	weak	likely
GZMB	P10144	361	14	weak	no
H2BC12	O60814	221	1	weak	no
H2BC12L	P57053	119	1	weak	low
H2BC26	Q8N257	164	1	supportive_but_indirect	likely
H2BC4	P62807	237	0	weak	no
H4C3	P62805	264	0	weak	no
HABP2	Q14520	276	10	weak	no
HAPLN3	Q96S86	171	2	weak	low
HAPLN4	Q86UW8	155	7	weak	low
HARBI1	Q96MB7	131	0	weak	no
HARS1	P12081	302	0	weak	no
HAS1	Q92839	363	15	weak	no
HAS3	O00219	220	33	direct_multi_method	canonical
HAVCR1	Q96D42	271	24	direct_multi_method	canonical
HAVCR2	Q8TDQ0	296	39	direct_multi_method	canonical
HBEGF	Q99075	281	37	direct_multi_method	canonical
HCAR1	Q9BXC0	244	23	direct_single_method	canonical
HCAR2	Q8TDS4	257	33	direct_multi_method	canonical
HCAR3	P49019	274	16	direct_single_method	canonical
HCK	P08631	267	9	weak	no
HCN1	O60741	245	32	direct_multi_method	canonical
HCN2	Q9UL51	282	27	direct_multi_method	canonical
HCN3	Q9P1Z3	206	22	direct_multi_method	canonical
HCN4	Q9Y3Q4	253	28	direct_multi_method	canonical
HCRTR1	O43613	254	24	direct_multi_method	canonical
HCRTR2	O43614	257	32	direct_multi_method	canonical
HCST	Q9UBK5	218	19	direct_multi_method	canonical
HDAC3	O15379	317	4	weak	no
HEG1	Q9ULI3	229	20	supportive_but_indirect	canonical
HEPACAM	Q14CZ8	235	28	direct_multi_method	canonical
HEPACAM2	A8MVW5	287	1	supportive_but_indirect	likely
HEPH	Q9BQS7	276	18	direct_multi_method	likely
HEPHL1	Q6MZM0	312	2	supportive_but_indirect	likely
HEXD	Q8WVB3	219	1	weak	no
HFE	Q30201	359	6	supportive_but_indirect	canonical
HGSNAT	Q68CP4	173	12	weak	no
HHIP	Q96QV1	340	7	weak	canonical
HHIPL2	Q6UWX4	92	0	weak	no
HHLA1	C9JL84	78	0	weak	low
HHLA2	Q9UM44	213	25	direct_multi_method	canonical
HIGD1B	Q9P298	128	1	weak	no
HILPDA	Q9Y5L2	227	16	conflicting	low
HIP1R	O75146	214	16	weak	no
HJV	Q6ZVN8	300	16	supportive_but_indirect	canonical
HLA-A	P04439	307	30	direct_multi_method	canonical
HLA-B	P01889	287	27	direct_multi_method	canonical
HLA-C	P10321	304	25	direct_multi_method	canonical
HLA-DMA	P28067	298	10	weak	no
HLA-DMB	P28068	221	13	direct_single_method	likely
HLA-DOA	P06340	205	13	weak	no
HLA-DOB	P13765	217	11	direct_single_method	likely
HLA-DPA1	P20036	251	19	direct_multi_method	canonical
HLA-DPB1	P04440	261	20	direct_multi_method	canonical
HLA-DQA1	P01909	270	11	direct_multi_method	canonical
HLA-DQA2	P01906	291	15	direct_multi_method	likely
HLA-DQB1	P01920	262	16	direct_multi_method	canonical
HLA-DQB2	P05538	240	15	direct_multi_method	likely
HLA-DRA	P01903	257	22	direct_multi_method	canonical
HLA-DRB1	P01911	258	14	direct_multi_method	canonical
HLA-DRB3	P79483	253	10	direct_multi_method	canonical
HLA-DRB4	P13762	246	14	direct_multi_method	canonical
HLA-DRB5	Q30154	263	13	direct_multi_method	likely
HLA-E	P13747	259	28	direct_multi_method	likely
HLA-F	P30511	229	20	direct_multi_method	likely
HLA-G	P17693	272	31	direct_multi_method	likely
HM13	Q8TCT9	361	9	weak	no
HMGB1	P09429	369	25	supportive_but_indirect	likely
HMGB2	P26583	285	4	weak	low
HMGB3	O15347	207	2	weak	no
HMGN2	P05204	230	1	weak	low
HMMR	O75330	248	29	direct_multi_method	likely
HNRNPU	Q00839	307	3	weak	no
HPN	P05981	309	12	direct_single_method	canonical
HPSE	Q9Y251	337	22	supportive_but_indirect	likely
HPSE2	Q8WWQ2	237	16	supportive_but_indirect	canonical
HRCT1	Q6UXD1	113	0	weak	low
HRH1	P35367	255	28	direct_multi_method	canonical
HRH2	P25021	240	26	direct_multi_method	canonical
HRH3	Q9Y5N1	224	27	direct_multi_method	canonical
HRH4	Q9H3N8	289	6	supportive_but_indirect	likely
HS3ST2	Q9Y278	187	20	direct_multi_method	canonical
HSP90AA1	P07900	332	16	weak	low
HSP90AB1	P08238	330	10	direct_single_method	likely
HSP90B1	P14625	277	25	direct_multi_method	likely
HSPA1A	P0DMV8	321	15	direct_multi_method	likely
HSPA1B	P0DMV9	315	12	weak	likely
HSPA2	P54652	258	8	weak	low
HSPA5	P11021	315	28	direct_multi_method	likely
HSPA8	P11142	290	20	direct_multi_method	likely
HSPA9	P38646	316	12	direct_single_method	likely
HSPB1	P04792	296	11	weak	no
HSPD1	P10809	318	13	direct_multi_method	likely
HSPE1	P61604	287	2	weak	no
HSPG2	P98160	316	32	direct_multi_method	canonical
HTR1A	P08908	290	25	direct_multi_method	canonical
HTR1B	P28222	362	9	direct_single_method	canonical
HTR1D	P28221	234	17	direct_single_method	canonical
HTR1E	P28566	186	9	direct_single_method	canonical
HTR1F	P30939	224	12	direct_multi_method	canonical
HTR2A	P28223	301	28	direct_multi_method	canonical
HTR2B	P41595	279	33	direct_multi_method	canonical
HTR2C	P28335	284	25	direct_multi_method	canonical
HTR3A	P46098	259	34	direct_multi_method	canonical
HTR3B	O95264	203	19	direct_multi_method	canonical
HTR3C	Q8WXA8	144	14	direct_multi_method	canonical
HTR3D	Q70Z44	131	8	supportive_but_indirect	likely
HTR3E	A5X5Y0	136	12	direct_multi_method	likely
HTR4	Q13639	258	32	direct_multi_method	canonical
HTR5A	P47898	217	10	direct_multi_method	canonical
HTR6	P50406	226	20	direct_multi_method	likely
HTR7	P34969	247	25	direct_multi_method	canonical
HTRA1	Q92743	279	25	supportive_but_indirect	canonical
HTRA3	P83110	243	12	weak	no
HTRA4	P83105	166	14	weak	no
HVCN1	Q96D96	230	27	direct_multi_method	canonical
HYAL1	Q12794	246	25	supportive_but_indirect	low
HYAL2	Q12891	261	21	direct_multi_method	canonical
HYAL3	O43820	239	13	supportive_but_indirect	likely
HYAL4	Q2M3T9	159	7	weak	low
HYOU1	Q9Y4L1	233	8	supportive_but_indirect	likely
ICAM1	P05362	326	25	direct_multi_method	canonical
ICAM2	P13598	262	29	direct_multi_method	canonical
ICAM3	P32942	268	28	direct_multi_method	canonical
ICAM4	Q14773	292	9	direct_multi_method	canonical
ICAM5	Q9UMF0	277	23	direct_single_method	likely
ICOS	Q9Y6W8	304	29	direct_multi_method	canonical
ICOSLG	O75144	269	31	direct_multi_method	canonical
IDE	P14735	311	12	direct_single_method	likely
IDO2	Q6ZQW0	257	4	weak	low
IER3	P46695	260	1	weak	no
IFFO2	Q5TF58	94	1	weak	no
IFI16	Q16666	296	15	weak	low
IFI35	P80217	224	4	weak	low
IFIT5	Q13325	271	5	direct_single_method	likely
IFITM1	P13164	285	27	direct_multi_method	canonical
IFITM10	A6NMD0	209	6	weak	low
IFITM2	Q01629	237	35	direct_single_method	likely
IFITM3	Q01628	283	18	direct_multi_method	likely
IFITM5	A6NNB3	237	14	supportive_but_indirect	likely
IFNAR1	P17181	325	24	direct_multi_method	canonical
IFNAR2	P48551	290	30	direct_multi_method	canonical
IFNE	Q86WN2	227	13	weak	no
IFNGR1	P15260	304	39	direct_multi_method	canonical
IFNGR2	P38484	288	30	direct_multi_method	canonical
IFNL4	K9M1U5	209	9	weak	no
IFNLR1	Q8IU57	228	26	direct_multi_method	canonical
IGDCC3	Q8IVU1	226	3	direct_single_method	likely
IGDCC4	Q8TDY8	160	7	direct_single_method	canonical
IGF1R	P08069	331	38	direct_multi_method	canonical
IGF2R	P11717	261	31	direct_multi_method	likely
IGFBP2	P18065	302	17	weak	no
IGFBP3	P17936	316	16	weak	no
IGFBP7	Q16270	319	16	weak	low
IGFBPL1	Q8WX77	157	7	weak	no
IGFL2	Q6UWQ7	147	5	supportive_but_indirect	likely
IGFL3	Q6UXB1	66	3	weak	no
IGFLR1	Q9H665	130	4	supportive_but_indirect	canonical
IGIP	A6NJ69	74	2	weak	no
IGLL1	P15814	338	4	direct_single_method	likely
IGLON5	A6NGN9	186	14	direct_multi_method	canonical
IGSF1	Q8N6C5	293	15	direct_single_method	likely
IGSF10	Q6WRI0	212	7	weak	no
IGSF11	Q5DX21	177	20	direct_single_method	canonical
IGSF21	Q96ID5	130	4	supportive_but_indirect	canonical
IGSF22	Q8N9C0	72	0	weak	low
IGSF23	A1L1A6	63	2	weak	low
IGSF3	O75054	303	12	direct_multi_method	canonical
IGSF5	Q9NSI5	130	10	supportive_but_indirect	likely
IGSF6	O95976	268	4	weak	low
IGSF8	Q969P0	179	32	direct_multi_method	canonical
IGSF9	Q9P2J2	202	12	direct_multi_method	canonical
IGSF9B	Q9UPX0	156	7	supportive_but_indirect	likely
IHH	Q14623	279	12	weak	low
IL10RA	Q13651	282	31	direct_multi_method	canonical
IL10RB	Q08334	254	25	direct_multi_method	canonical
IL11RA	Q14626	217	40	direct_multi_method	canonical
IL12RB1	P42701	319	16	direct_multi_method	canonical
IL12RB2	Q99665	288	19	direct_multi_method	canonical
IL13RA1	P78552	278	27	direct_multi_method	canonical
IL13RA2	Q14627	293	41	direct_multi_method	canonical
IL15	P40933	336	22	direct_single_method	canonical
IL15RA	Q13261	263	27	direct_multi_method	canonical
IL16	Q14005	335	10	weak	no
IL17C	Q9P0M4	311	15	weak	no
IL17RA	Q96F46	260	36	direct_multi_method	canonical
IL17RB	Q9NRM6	276	14	direct_multi_method	canonical
IL17RC	Q8NAC3	211	26	direct_single_method	canonical
IL17RD	Q8NFM7	298	9	direct_single_method	canonical
IL17RE	Q8NFR9	231	21	direct_multi_method	canonical
IL17REL	Q6ZVW7	120	1	weak	no
IL18R1	Q13478	299	29	direct_multi_method	canonical
IL18RAP	O95256	287	18	direct_multi_method	canonical
IL1A	P01583	354	11	weak	low
IL1R1	P14778	310	27	direct_multi_method	canonical
IL1R2	P27930	273	23	direct_multi_method	canonical
IL1RAP	Q9NPH3	253	29	direct_multi_method	canonical
IL1RAPL1	Q9NZN1	249	10	direct_single_method	likely
IL1RAPL2	Q9NP60	221	7	weak	likely
IL1RL1	Q01638	282	27	direct_multi_method	canonical
IL1RL2	Q9HB29	236	29	direct_multi_method	canonical
IL1RN	P18510	319	6	weak	no
IL20RA	Q9UHF4	216	26	direct_multi_method	canonical
IL20RB	Q6UXL0	210	29	direct_multi_method	canonical
IL21R	Q9HBE5	285	13	direct_multi_method	canonical
IL22RA1	Q8N6P7	254	26	direct_multi_method	canonical
IL23R	Q5VWK5	282	30	direct_multi_method	canonical
IL24	Q13007	272	14	weak	no
IL27RA	Q6UWB1	245	27	direct_multi_method	canonical
IL2RA	P01589	343	23	direct_multi_method	canonical
IL2RB	P14784	307	35	direct_multi_method	canonical
IL2RG	P31785	320	19	direct_multi_method	canonical
IL31RA	Q8NI17	328	7	direct_multi_method	canonical
IL33	O95760	327	24	weak	low
IL37	Q9NZH6	331	10	weak	no
IL3RA	P26951	300	35	direct_multi_method	canonical
IL4I1	Q96RQ9	290	17	weak	no
IL4R	P24394	287	32	direct_multi_method	canonical
IL5RA	Q01344	222	32	direct_multi_method	canonical
IL6R	P08887	294	35	direct_multi_method	canonical
IL6ST	P40189	251	38	direct_multi_method	canonical
IL7R	P16871	320	24	direct_multi_method	canonical
IL9R	Q01113	253	25	direct_multi_method	canonical
ILDR1	Q86SU0	176	12	supportive_but_indirect	likely
ILDR2	Q71H61	147	12	direct_single_method	canonical
IMPG1	Q17R60	159	11	weak	low
IMPG2	Q9BZV3	165	13	supportive_but_indirect	likely
INHBE	P58166	334	5	weak	no
INPP5A	Q14642	188	6	weak	no
INS-IGF2	F8WCM5	202	2	weak	no
INSL4	Q14641	174	3	weak	no
INSL6	Q9Y581	258	2	weak	no
INSR	P06213	317	25	direct_multi_method	canonical
INSRR	P14616	294	15	direct_multi_method	likely
IQCE	Q6IPM2	121	1	weak	no
IQCF1	Q8N6M8	58	1	weak	low
IQGAP1	P46940	277	22	weak	low
IQGAP2	Q13576	236	8	weak	no
IRGC	Q6NXR0	209	2	weak	no
IRS1	P35568	321	10	weak	no
ISG15	P05161	335	15	weak	low
ISLR	O14498	184	19	direct_single_method	likely
ISLR2	Q6UXK2	214	10	supportive_but_indirect	likely
ISM1	B1AKI9	248	17	supportive_but_indirect	likely
ITFG1	Q8TB96	355	5	direct_single_method	canonical
ITGA1	P56199	286	36	direct_multi_method	canonical
ITGA10	O75578	231	16	direct_multi_method	canonical
ITGA11	Q9UKX5	231	39	direct_multi_method	canonical
ITGA2	P17301	347	19	direct_multi_method	canonical
ITGA2B	P08514	376	17	direct_multi_method	canonical
ITGA3	P26006	267	32	direct_multi_method	canonical
ITGA4	P13612	326	31	direct_multi_method	canonical
ITGA5	P08648	296	32	direct_multi_method	canonical
ITGA6	P23229	331	28	direct_multi_method	canonical
ITGA7	Q13683	244	24	direct_multi_method	canonical
ITGA8	P53708	233	25	direct_multi_method	canonical
ITGA9	Q13797	282	19	direct_multi_method	canonical
ITGAD	Q13349	205	19	direct_multi_method	canonical
ITGAE	P38570	292	41	direct_multi_method	likely
ITGAL	P20701	287	45	direct_multi_method	canonical
ITGAM	P11215	330	31	direct_multi_method	canonical
ITGAV	P06756	274	31	direct_multi_method	canonical
ITGAX	P20702	333	26	direct_multi_method	canonical
ITGB1	P05556	333	34	direct_multi_method	canonical
ITGB2	P05107	294	36	direct_multi_method	canonical
ITGB3	P05106	362	29	direct_multi_method	canonical
ITGB4	P16144	270	40	direct_multi_method	canonical
ITGB5	P18084	258	29	direct_multi_method	canonical
ITGB6	P18564	256	23	direct_multi_method	canonical
ITGB7	P26010	246	22	direct_multi_method	canonical
ITGB8	P26012	272	22	direct_multi_method	canonical
ITGBL1	O95965	354	12	weak	low
ITLN1	Q8WWA0	291	12	weak	no
ITLN2	Q8WWU7	217	4	weak	no
ITM2A	O43736	209	12	direct_single_method	likely
ITM2B	Q9Y287	230	16	direct_single_method	canonical
ITM2C	Q9NQX7	256	1	weak	low
ITPRID2	P28290	306	1	weak	no
ITPRIP	Q8IWB1	337	3	weak	no
ITPRIPL1	Q6GPH6	217	7	direct_multi_method	canonical
ITPRIPL2	Q3MIP1	170	1	weak	no
IYD	Q6PHW0	186	10	direct_single_method	likely
IZUMO1	Q8IYV9	267	24	direct_multi_method	likely
IZUMO1R	A6ND01	240	22	direct_multi_method	likely
IZUMO2	Q6UXV1	140	6	direct_multi_method	likely
IZUMO3	Q5VZ72	60	5	weak	low
JAG1	P78504	331	21	direct_single_method	canonical
JAG2	Q9Y219	293	26	direct_single_method	canonical
JAK3	P52333	323	7	weak	no
JAM2	P57087	248	24	direct_multi_method	canonical
JAM3	Q9BX67	245	33	direct_multi_method	canonical
JAML	Q86YT9	209	21	direct_multi_method	canonical
JCAD	Q9P266	189	13	weak	low
JMJD6	Q6NYC1	318	0	weak	no
JOSD1	Q15040	170	3	weak	no
JPT2	Q9H910	277	3	weak	no
JTB	O76095	341	0	weak	no
JUP	P14923	361	10	weak	no
KANK1	Q14678	204	11	weak	no
KANK2	Q63ZY3	292	3	weak	no
KANTR	A0A1W2PQU2	269	0	weak	low
KARS1	Q15046	272	8	supportive_but_indirect	likely
KAZN	Q674X7	207	4	weak	low
KCNA1	Q09470	266	27	direct_multi_method	canonical
KCNA10	Q16322	160	6	supportive_but_indirect	canonical
KCNA2	P16389	284	31	direct_multi_method	canonical
KCNA3	P22001	256	40	direct_multi_method	canonical
KCNA4	P22459	350	8	direct_single_method	canonical
KCNA5	P22460	339	22	direct_multi_method	canonical
KCNA6	P17658	207	21	direct_multi_method	canonical
KCNA7	Q96RP8	150	11	direct_multi_method	canonical
KCNAB1	Q14722	217	19	weak	no
KCNB1	Q14721	230	32	direct_multi_method	canonical
KCNB2	Q92953	199	24	direct_multi_method	canonical
KCNC1	P48547	230	27	direct_multi_method	canonical
KCNC2	Q96PR1	227	19	direct_multi_method	likely
KCNC3	Q14003	205	25	direct_multi_method	canonical
KCNC4	Q03721	201	22	direct_multi_method	canonical
KCND1	Q9NSA2	192	19	direct_multi_method	canonical
KCND2	Q9NZV8	224	28	direct_multi_method	canonical
KCND3	Q9UK17	230	37	direct_multi_method	canonical
KCNE1	P15382	264	25	direct_multi_method	canonical
KCNE2	Q9Y6J6	202	17	direct_multi_method	canonical
KCNE3	Q9Y6H6	211	24	direct_multi_method	canonical
KCNE4	Q8WWG9	175	21	direct_single_method	canonical
KCNE5	Q9UJ90	165	12	direct_single_method	canonical
KCNF1	Q9H3M0	217	6	direct_multi_method	canonical
KCNG1	Q9UIX4	287	3	supportive_but_indirect	canonical
KCNG2	Q9UJ96	158	4	supportive_but_indirect	likely
KCNG3	Q8TAE7	204	3	supportive_but_indirect	likely
KCNG4	Q8TDN1	156	12	supportive_but_indirect	likely
KCNH1	O95259	241	29	direct_multi_method	canonical
KCNH2	Q12809	287	32	direct_multi_method	canonical
KCNH3	Q9ULD8	177	10	direct_multi_method	likely
KCNH4	Q9UQ05	239	5	direct_single_method	likely
KCNH5	Q8NCM2	202	20	direct_multi_method	likely
KCNH6	Q9H252	265	18	direct_multi_method	canonical
KCNH7	Q9NS40	253	12	direct_single_method	likely
KCNH8	Q96L42	288	3	weak	likely
KCNJ1	P48048	230	28	direct_multi_method	canonical
KCNJ10	P78508	282	31	direct_multi_method	canonical
KCNJ11	Q14654	281	32	direct_multi_method	canonical
KCNJ12	Q14500	213	20	direct_multi_method	canonical
KCNJ13	O60928	233	28	direct_multi_method	canonical
KCNJ14	Q9UNX9	161	16	direct_multi_method	canonical
KCNJ15	Q99712	199	24	direct_multi_method	canonical
KCNJ16	Q9NPI9	198	27	direct_multi_method	canonical
KCNJ18	B7U540	126	6	direct_single_method	likely
