gene_symbol	group	tm_helix_count	protein_length	ecd_length_residues	has_signal_peptide	n_term_extracellular	c_term_extracellular	mouse_has_one2one	cyno_has_one2one	schweke_homomer	alt_iso_diff_topo	has_ec_surface_bind_site	has_concerning_paralog	cyno_ortholog_pct_id	mouse_ortholog_pct_id	homomer_stoichiometry	top_paralog_symbol	top_paralog_ecd_pct	n_ec_surface_bind_sites
OR2T34	likely	7	318	87	0	1	0	0	0	0	0	0	1				OR2T3	97.7	
OR2T4	likely	7	348	115	0	1	0	0	0	0	0	0	1				OR2T29	67.0	
OR2T6	likely	7	308	86	0	1	0	1	1	0	0	0	1	93.5	81.5		OR2T1	40.5	
OR2W1	likely	7	320	86	0	1	0	0	1	0	0	0	1	95.6			OR2G3	64.0	
OR2W3	likely	7	314	88	0	1	0	0	1	0	0	0	1	94.9			OR2J3	59.1	
OR3A2	likely	7	321	92	0	1	0	0	1	0	0	0	1	94.9			OR3A3	97.8	
OR3A3	likely	7	321	92	0	1	0	0	1	0	0	0	1	94.0			OR3A2	97.8	
OR4B1	likely	7	309	79	0	1	0	0	1	0	0	0	1	94.8			OR4S2	67.1	
OR4C13	likely	7	309	84	0	1	0	0	0	0	0	0	1				OR4C46	82.1	
OR4C45	likely	7	306	75	0	1	0	0	0	0	0	0	1				OR4A15	52.3	
OR4D1	likely	7	310	84	0	1	0	1	1	0	0	0	1	95.8	85.8		OR4D2	82.1	
OR4D11	likely	7	311	79	0	1	0	1	1	0	0	0	1	93.6	87.5		OR4D9	76.2	
OR4D2	likely	7	307	77	0	1	0	0	1	0	0	0	1	93.5			OR4D1	73.8	
OR4D5	likely	7	318	83	0	1	0	1	1	0	0	0	1	94.3	89.3		OR4D2	65.1	
OR4E2	likely	7	313	83	0	1	0	1	1	0	0	0	1	96.8	84.7		OR4K15	62.7	
OR4K15	likely	7	324	80	0	1	0	0	1	0	0	0	1	96.0			OR4K13	72.5	
OR4N4	likely	7	316	77	0	1	0	0	0	0	0	0	1				OR4N4C	100.0	
OR4N4C	likely	7	316	77	0	1	0	0	0	0	0	0	1				OR4N4	100.0	
OR4Q3	likely	7	313	79	0	1	0	1	1	0	0	0	1	96.0	79.1		OR4F5	62.0	
OR4S1	likely	7	309	79	0	1	0	0	0	0	0	0	1				OR4C45	59.5	
OR4X2	likely	7	303	77	0	1	0	0	1	0	0	0	1	88.4			OR4C5	47.1	
OR51A2	likely	7	313	78	0	1	0	0	0	0	0	0	1				OR51A4	94.9	
OR51A7	likely	7	312	83	0	1	0	1	0	0	0	0	1		85.6		OR51A4	66.3	
OR51B4	likely	7	310	83	0	1	0	1	0	0	0	0	1		75.2		OR51B6	66.3	
OR51B5	likely	7	312	80	0	1	0	0	1	0	0	0	1	91.3			OR51B6	73.3	
OR51D1	likely	7	324	89	0	1	0	1	1	0	0	0	1	93.8	88.3		OR51C1	43.8	
OR51M1	likely	7	326	95	0	1	0	1	1	0	0	0	1	93.6	81.3		OR51B6	50.5	
OR51Q1	likely	7	317	81	0	1	0	0	0	0	0	0	1				OR51I2	54.1	
OR51S1	likely	7	323	84	0	1	0	1	1	0	0	0	1	92.6	79.9		OR51G2	44.0	
OR52A1	likely	7	312	81	0	1	0	0	1	0	0	0	1	91.7			OR52A5	63.6	
OR52A5	likely	7	316	88	0	1	0	0	1	0	0	0	1	97.5			OR52A1	71.6	
OR52B2	likely	7	323	84	0	1	0	1	0	0	0	0	1		87.9		OR52E5	58.3	
OR52B6	likely	7	335	104	0	1	0	0	1	0	0	0	1	89.0	76.7		OR52E2	42.3	
OR52E2	likely	7	325	77	0	1	0	1	0	1	0	0	1		81.8	2.0	OR52E1	65.9	
OR52N5	likely	7	324	90	0	1	0	1	1	0	0	0	1	84.6	84.9		OR52N2	62.2	
OR52W1	likely	7	320	87	0	1	0	1	0	1	0	0	1		79.4	2.0	OR52L1	40.4	
OR56A4	likely	7	313	85	0	1	0	0	0	0	0	0	1				OR56A5	85.1	
OR56B1	likely	7	324	88	0	1	0	0	0	0	0	0	1				OR56B2	72.7	
OR5A1	likely	7	315	89	0	1	0	1	1	0	0	0	1	95.9	83.8		OR5A2	63.2	
OR5A2	likely	7	324	95	0	1	0	1	1	0	0	0	1	95.1	78.1		OR5A1	67.4	
OR5AN1	likely	7	311	85	0	1	0	0	1	0	0	0	1	96.5			OR5A2	49.5	
OR5B12	likely	7	314	85	0	1	0	0	0	0	0	0	1				OR5B2	70.6	
OR5B2	likely	7	309	84	0	1	0	0	1	0	0	0	1	93.5			OR5B3	84.5	
OR5D14	likely	7	314	92	0	1	0	0	1	0	0	0	1	94.3			OR5D18	59.8	
OR5H1	likely	7	313	83	0	1	0	0	0	0	0	0	1				OR5H15	97.6	
OR5H15	likely	7	313	83	0	1	0	0	0	0	0	0	1				OR5H1	97.6	
OR5K1	likely	7	308	83	0	1	0	0	1	0	0	0	1	96.4			OR5K2	91.6	
OR5M3	likely	7	307	93	0	1	0	0	1	0	0	0	1	94.5			OR5M9	80.6	
OR5P3	likely	7	311	85	0	1	0	0	0	0	0	0	1				OR5P2	51.1	
OR5V1	likely	7	321	89	0	1	0	0	1	0	0	0	1	94.4			OR10C1	50.6	
OR6C3	likely	7	311	75	0	1	0	1	0	0	0	0	1		88.4		OR6C1	69.3	
OR6F1	likely	7	308	83	0	1	0	1	1	0	0	0	1	93.5	83.1		OR6J1	50.6	
OR6M1	likely	7	313	83	0	1	0	0	1	0	0	0	1	93.0			OR6J1	53.0	
OR6Y1	likely	7	325	92	0	1	0	0	1	0	0	0	1	56.0			OR6B1	50.0	
OR7A17	likely	7	309	88	0	1	0	0	0	0	0	0	1				OR7A5	74.2	
OR7A5	likely	7	319	93	0	1	0	0	0	0	0	0	1				OR7A17	79.6	
OR7C1	likely	7	320	91	0	1	0	0	0	0	0	0	1				OR7C2	76.9	
OR7D2	likely	7	312	93	0	1	0	0	0	0	0	0	1				OR7A17	63.4	
OR7D4	likely	7	312	94	0	1	0	0	0	0	0	0	1				OR7G2	61.7	
OR7E24	likely	7	339	106	0	1	0	0	1	0	0	0	1	89.1			OR7A17	48.1	
OR8B3	likely	7	313	87	0	1	0	0	0	0	0	0	1				OR8B2	97.7	
OR8D2	likely	7	311	82	0	1	0	0	0	0	0	0	1				OR8D1	56.8	
OR9G9	likely	7	305	88	0	1	0	0	0	0	0	0	0						
OSCP1	likely	0	389	0	0	0	0	1	1	0	0	0	0	98.4	86.8				
OTOA	likely	0	1153	1131	1	1	1	1	1	0	0	1	0	95.9	77.2		MSLN	15.5	3.0
OTOP1	likely	12	612	105	0	0	0	1	1	1	0	0	0	94.3	77.5	2.0	OTOP3	24.8	
OXTR	likely	7	389	96	0	1	0	1	1	0	0	0	1	92.8	92.0		AVPR1B	59.4	
P2RX4	likely	2	388	293	0	0	0	1	1	1	0	1	1	75.5	86.6	3.0	P2RX5	58.7	2.0
P2RY8	likely	7	359	79	0	1	0	0	0	0	0	0	0				F2RL2	22.8	
P4HB	likely	0	508	491	1	1	1	1	0	0	0	0	1		93.7		PDIA2	48.2	
PAM	likely	1	973	846	1	1	0	1	1	0	1	1	0	98.4	81.0				2.0
PAQR6	likely	8	344	67	0	0	0	1	0	0	1	0	0		87.2		PAQR5	26.5	
PATE1	likely	0	126	105	1	1	1	1	1	0	0	0	0	81.7	61.1		PATE3	32.4	
PATE2	likely	0	113	95	1	1	1	0	1	0	0	0	0	85.8			PATE4	27.4	
PATE3	likely	0	98	78	1	1	1	1	1	0	0	0	0	87.8	64.3		PATE1	28.6	
PCDH1	likely	1	1060	795	1	1	0	1	1	0	0	1	1	98.6	79.6		PCDH7	50.4	5.0
PCDH11X	likely	1	1347	789	1	1	0	0	0	0	0	1	1				PCDH11Y	98.5	8.0
PCDH11Y	likely	1	1340	789	1	1	0	0	0	0	0	1	1				PCDH11X	98.5	5.0
PCDH12	likely	1	1184	699	1	1	0	1	1	0	0	1	1	98.0	80.2		PCDH18	42.1	3.0
PCDH15	likely	1	1955	1346	1	1	0	1	1	0	1	1	0	85.0	81.0		PCDH10	19.4	10.0
PCDH20	likely	1	951	828	1	1	0	1	1	0	0	1	1	98.3	92.5		PCDH9	44.6	4.0
PCDHA1	likely	1	950	668	1	1	0	1	0	0	0	1	1		84.6		PCDHA2	81.4	5.0
PCDHA10	likely	1	948	667	1	1	0	1	0	0	0	1	1		83.2		PCDHA12	80.7	4.0
PCDHA11	likely	1	949	667	1	1	0	1	0	0	0	1	1		84.9		PCDHA8	79.9	4.0
PCDHA12	likely	1	941	668	1	1	0	0	0	0	0	1	1				PCDHA10	80.7	5.0
PCDHA13	likely	1	950	668	1	1	0	1	0	0	0	1	1		86.7		PCDHA3	80.4	5.0
PCDHA2	likely	1	948	668	1	1	0	1	0	0	0	1	1		86.7		PCDHA1	81.4	3.0
PCDHA3	likely	1	950	668	1	1	0	1	0	0	0	1	1		85.5		PCDHA4	83.7	4.0
PCDHA5	likely	1	936	668	1	1	0	1	0	0	0	1	1		86.5		PCDHA4	81.4	4.0
PCDHA6	likely	1	950	668	1	1	0	0	0	0	0	1	1				PCDHA8	91.3	5.0
PCDHA7	likely	1	937	668	1	1	0	0	0	0	0	1	1				PCDHA9	92.1	3.0
PCDHA8	likely	1	950	668	1	1	0	0	0	0	0	1	1				PCDHA6	91.3	4.0
PCDHA9	likely	1	950	668	1	1	0	0	0	0	0	1	1				PCDHA7	92.1	5.0
PCDHAC1	likely	1	963	661	1	1	0	1	0	0	0	1	1		84.2		PCDHGA10	46.2	5.0
PCDHAC2	likely	1	1007	665	1	1	0	1	1	0	0	1	1	99.2	93.1		PCDHGA12	50.8	5.0
PCDHB10	likely	1	800	665	1	1	0	0	1	1	0	1	1	92.6		2.0	PCDHB9	92.8	5.0
PCDHB11	likely	1	797	659	1	1	0	0	0	0	0	1	1				PCDHB12	90.2	3.0
PCDHB12	likely	1	795	663	1	1	0	0	0	0	0	1	1				PCDHB11	90.8	5.0
PCDHB14	likely	1	798	659	1	1	0	1	1	0	0	1	1	95.9	78.7		PCDHB2	78.5	4.0
PCDHB15	likely	1	787	663	1	1	0	1	0	0	0	1	1		75.5		PCDHB4	77.7	4.0
PCDHB16	likely	1	776	661	1	1	0	1	1	0	0	1	1	93.6	76.4		PCDHB8	79.5	5.0
PCDHB2	likely	1	798	659	1	1	0	1	0	0	0	1	1		75.9		PCDHB14	78.5	5.0
PCDHB3	likely	1	796	663	1	1	0	1	1	0	0	1	1	74.0	77.6		PCDHB6	78.6	3.0
PCDHB4	likely	1	795	661	1	1	0	0	1	0	0	1	1	64.3			PCDHB5	78.7	5.0
PCDHB5	likely	1	795	660	1	1	0	0	0	0	0	1	1				PCDHB6	78.8	4.0
PCDHB6	likely	1	794	660	1	1	0	1	0	0	0	1	1		78.1		PCDHB5	78.8	4.0
PCDHB7	likely	1	793	659	1	1	0	1	0	0	0	1	1		77.7		PCDHB2	77.8	5.0
PCDHB8	likely	1	801	662	1	1	0	0	1	0	0	1	1	88.8			PCDHB13	94.6	5.0
PCDHGA1	likely	1	931	664	1	1	0	1	0	0	0	1	1		83.2		PCDHGA6	71.8	5.0
PCDHGA10	likely	1	936	664	1	1	0	1	1	0	0	1	1	63.1	87.3		PCDHGA9	76.5	5.0
PCDHGA11	likely	1	935	664	1	1	0	1	0	0	0	1	1		82.7		PCDHGA12	73.2	6.0
PCDHGA12	likely	1	932	664	1	1	0	1	0	0	0	1	1		85.9		PCDHGA10	74.4	4.0
PCDHGA2	likely	1	932	664	1	1	0	1	0	0	0	1	1		86.1		PCDHGA3	75.3	5.0
PCDHGA3	likely	1	932	663	1	1	0	1	0	0	0	1	1		84.9		PCDHGA2	75.2	4.0
PCDHGA4	likely	1	962	664	1	1	0	1	0	0	0	1	1		81.8		PCDHGA6	73.3	4.0
PCDHGA5	likely	1	931	663	1	1	0	1	0	0	0	1	1		85.1		PCDHGA6	73.6	4.0
PCDHGA6	likely	1	932	663	1	1	0	1	0	0	0	0	1		80.3		PCDHGA7	75.0	
PCDHGA7	likely	1	932	664	1	1	0	1	0	0	0	1	1		84.5		PCDHGA6	75.0	4.0
PCDHGA8	likely	1	932	663	1	1	0	1	0	0	0	1	1		83.4		PCDHGA9	80.5	3.0
PCDHGB1	likely	1	927	660	1	1	0	1	0	0	0	1	1		82.1		PCDHGB2	74.0	3.0
PCDHGB2	likely	1	931	662	1	1	0	1	0	0	0	1	1		82.2		PCDHGB1	74.0	5.0
PCDHGB3	likely	1	929	661	1	1	0	0	0	0	0	1	1				PCDHGB5	70.0	3.0
PCDHGB6	likely	1	930	661	1	1	0	1	0	0	0	1	1		83.0		PCDHGB7	78.2	4.0
PCDHGB7	likely	1	929	661	1	1	0	1	0	0	0	1	1		82.0		PCDHGB6	78.2	3.0
PCDHGC4	likely	1	938	663	1	1	0	1	0	0	0	1	1		98.2		PCDHGC5	51.2	5.0
PCSK5	likely	1	1860	1711	1	1	0	1	1	0	1	1	0	95.8	81.2		PCSK6	31.2	9.0
PCSK7	likely	1	785	627	1	1	0	1	1	0	0	0	0	98.2	85.9		PCSK6	31.5	
PDGFC	likely	0	345	323	1	1	1	1	1	0	0	0	1	98.8	87.0		PDGFD	44.6	
PDIA3	likely	0	505	481	1	1	1	1	1	0	0	0	0	84.4	93.1		PDIA4	32.7	
PDIA4	likely	0	645	621	1	1	1	1	1	0	0	0	0	97.8	87.9		PDIA3	33.0	
PDIA6	likely	0	440	421	1	1	1	1	1	1	0	0	0	97.5	95.2	2.0	TMX1	16.9	
PEBP4	likely	0	227	205	1	1	1	0	1	0	0	0	0	89.4					
PERP	likely	4	193	70	0	0	0	1	1	0	0	0	0	99.0	90.7		TMEM47	25.7	
PGRMC1	likely	1	195	31	0	1	0	1	1	0	0	0	0	83.1	95.4		CYB5D2	1.7	
PHB1	likely	0	272	245	1	1	1	1	0	1	0	0	1		99.6	2.0	PHB2	49.4	
PHB2	likely	1	299	263	0	0	1	1	1	1	0	0	1	100.0	100.0	2.0	PHB1	49.4	
PIRT	likely	2	137	13	0	0	0	1	1	0	0	0	0	97.8	78.1		TMEM100	15.4	
PKD1L1	likely	11	2849	2072	0	1	0	1	1	0	1	1	0	91.4	58.0		PKD2L1	10.5	2.0
PKD1L3	likely	11	1732	938	1	1	0	0	0	0	0	1	0				PKD1	9.2	5.0
PKD2	likely	6	968	288	0	0	0	1	0	1	1	1	1		89.9	4.0	PKD2L1	58.2	2.0
PKD2L1	likely	6	805	292	0	0	0	1	1	1	0	1	1	96.1	82.2	4.0	PKD2	59.2	1.0
PKDREJ	likely	11	2253	1484	1	1	0	1	1	0	0	1	0	87.0	60.0		PKD2L1	9.2	2.0
PKHD1	likely	1	4074	3837	1	1	0	1	1	0	1	1	0	95.1	72.4		CLMN	8.5	9.0
PKHD1L1	likely	0	4243	4223	1	1	1	1	1	0	0	1	0	96.5	81.9		SYNE2	24.2	8.0
PLA2G2F	likely	0	168	148	1	1	1	1	1	0	0	0	1	75.8	71.6		PLA2G2D	41.2	
PLB1	likely	1	1458	1396	1	1	0	1	1	0	1	1	0	94.6	68.8				6.0
PLD4	likely	1	506	455	0	0	1	1	1	1	0	0	1	92.1	73.9	2.0	PLD3	45.5	
PLEC	likely	0	4684	0	0	0	0	1	0	0	0	0	0		93.3				
PLET1	likely	0	207	182	1	1	1	0	1	0	0	1	0	84.1					2.0
PLLP	likely	4	182	30	0	0	0	1	0	0	0	0	1		90.1		PLP2	20.0	
PLP1	likely	4	277	93	0	0	0	1	1	1	0	0	1	98.9	100.0	2.0	GPM6B	47.4	
PLPP4	likely	6	271	80	0	0	0	1	0	1	1	0	1		99.3	4.0	PLPP5	71.6	
PLPPR1	likely	6	325	99	0	0	0	1	1	1	0	0	1	99.4	96.3	4.0	PLPPR5	57.6	
PLPPR2	likely	6	343	103	0	0	0	1	1	1	1	0	1	95.4	96.7	4.0	PLPPR5	59.2	
PLPPR3	likely	6	718	98	0	0	0	1	0	0	1	0	1		88.6		PLPPR4	66.3	
PLPPR4	likely	6	763	94	0	0	0	1	1	0	1	0	1	99.9	97.2		PLPPR3	63.3	
PLPPR5	likely	6	321	96	0	0	0	1	1	1	0	0	1	95.0	92.2	4.0	PLPPR2	59.2	
PLVAP	likely	1	442	394	0	0	1	1	1	1	0	1	0	94.3	61.8	2.0			5.0
PODXL2	likely	1	605	469	1	1	0	1	1	0	0	1	0	96.2	77.0				1.0
POPDC1	likely	3	360	45	0	1	0	1	1	1	0	0	0	98.9	87.2	2.0	POPDC3	24.4	
POPDC2	likely	3	364	28	0	1	0	1	1	1	0	0	0	88.9	83.7	2.0	POPDC3	33.3	
POPDC3	likely	3	291	30	0	1	0	1	1	1	0	0	0	99.0	89.0	2.0	POPDC1	24.4	
PPIA	likely	0	165	0	0	0	0	0	0	0	0	0	0						
PPT1	likely	0	306	285	1	1	1	0	1	0	0	0	0	98.7			DOLPP1	20.7	
PRDX1	likely	0	199	0	0	0	0	1	1	1	0	0	0	99.5	95.5	2.0			
PRDX6	likely	0	224	0	0	0	0	0	1	1	0	0	0	98.7		2.0			
PRIMA1	likely	1	153	57	1	1	0	1	0	0	0	0	0		91.5				
PRND	likely	0	176	150	1	1	1	1	1	0	0	1	0	90.9	73.9				2.0
PRPH2	likely	4	346	159	0	0	0	1	1	1	0	0	1	98.3	91.0	2.0	ROM1	44.0	
PRRG3	likely	1	231	79	0	1	0	1	1	0	0	0	1	97.4	94.4		PRRG1	53.8	
PRRT1	likely	1	306	10	0	0	1	1	1	0	0	0	0	95.4	97.4		PRRT2	0.0	
PRRT2	likely	3	340	5	0	0	1	1	1	0	1	0	0	96.2	80.0		PRRT1	0.0	
PRSS21	likely	0	314	295	1	1	1	0	1	0	0	1	1	86.3			PRSS41	51.5	1.0
PRSS41	likely	0	318	299	1	1	1	0	1	0	0	1	1	91.5			PRSS21	51.5	2.0
PRSS55	likely	0	352	334	1	1	1	1	1	0	0	0	0	67.0	53.7		F11	20.9	
PRTN3	likely	0	256	231	1	1	1	1	0	0	0	0	1		63.7		ELANE	51.7	
PTCHD1	likely	12	888	443	0	0	0	1	1	0	1	1	1	99.8	98.1		PTCHD4	46.5	1.0
PTCRA	likely	1	281	124	1	1	0	0	0	0	0	1	0						1.0
PTGDR2	likely	7	395	111	0	1	0	1	0	1	0	0	0		76.7	2.0	LTB4R2	25.2	
PTGFR	likely	7	359	86	0	1	0	1	1	0	1	0	0	98.3	88.6		PTGER4	26.7	
PTP4A3	likely	0	173	0	0	0	0	1	0	0	0	0	0		96.5				
PTPRB	likely	1	1997	1596	1	1	0	1	1	0	0	1	0	97.0	77.0		PTPRE	9.0	13.0
PTPRH	likely	1	1115	728	1	1	0	1	0	0	0	1	0		50.7		PTPRE	12.9	5.0
PTPRN	likely	1	979	547	1	1	0	1	1	0	0	1	0	96.3	87.4		PTPRE	15.0	3.0
PTPRN2	likely	1	1015	594	1	1	0	1	0	0	0	1	0		69.8		PTPRE	14.1	1.0
PTPRQ	likely	1	2332	1947	0	1	0	1	1	0	0	1	0	95.8	86.8		VSIG10	8.4	18.0
PTPRR	likely	1	657	206	1	1	0	1	1	0	1	0	1	98.5	89.2		PTPRZ1	4.6	
PTPRU	likely	1	1446	728	1	1	0	1	1	0	0	1	1	94.4	95.3		PTPN5	13.5	2.0
PTTG1IP	likely	1	180	65	1	1	0	1	1	0	0	0	0	90.0	71.1		PTTG1IP2	29.9	
PVRIG	likely	1	326	132	1	1	0	0	0	0	0	0	0						
QSOX1	likely	1	747	680	1	1	0	1	1	0	1	1	0	93.0	72.8		QSOX2	37.6	2.0
RAB44	likely	0	1021	0	0	0	0	1	1	1	0	0	0	92.4	60.3	2.0			
RCN1	likely	0	331	302	1	1	1	1	0	0	0	0	1		94.3		CALU	62.9	
RELL2	likely	1	303	14	0	1	0	1	1	0	0	0	0	97.0	84.8				
RELT	likely	1	430	139	1	1	0	1	1	0	0	1	0	93.5	85.8		TNFRSF8	11.1	1.0
RFTN1	likely	0	578	0	0	0	0	1	1	0	0	0	0	95.0	68.9				
RGMB	likely	0	437	389	1	1	1	1	1	0	0	1	1	96.6	89.2		RGMA	52.9	3.0
RGR	likely	7	291	69	0	1	0	1	1	1	1	0	0	98.3	81.1	2.0	XCR1	27.6	
RGS9BP	likely	1	235	4	0	0	1	1	0	0	0	0	0		83.4				
RHAG	likely	12	409	75	0	0	0	1	1	1	1	0	0	89.0	77.3	3.0	RHBG	27.4	
RHBG	likely	12	458	95	0	0	0	1	1	1	1	0	1	98.3	84.5	3.0	RHCG	42.2	
RHCE	likely	12	417	75	0	0	0	0	0	1	1	0	1			3.0	RHD	90.7	
RHD	likely	12	417	72	0	0	0	0	0	1	1	0	1			3.0	RHCE	88.0	
RHEX	likely	1	172	11	0	1	0	0	1	0	0	0	0	83.7					
RHO	likely	7	348	94	0	1	0	1	1	1	0	0	1	98.0	94.8	2.0	OPN1SW	42.6	
RNASE2	likely	0	161	138	1	1	1	0	1	0	0	0	1	80.7			RNASE3	65.2	
RNF128	likely	1	428	169	1	1	0	1	1	0	0	0	1	96.7	95.3		RNF148	51.5	
RNF130	likely	2	419	181	1	1	1	1	1	0	1	0	1	100.0	90.7		RNF150	45.9	
RNF167	likely	1	350	149	1	1	0	1	1	0	0	1	1	98.3	92.3		RNF13	54.4	2.0
RNLS	likely	0	342	0	0	0	0	1	1	0	0	0	0	95.6	71.1				
RO60	likely	0	538	0	0	0	0	1	1	0	0	0	0	99.6	89.8				
ROM1	likely	4	351	154	0	0	0	1	1	1	0	0	1	95.7	84.3	2.0	PRPH2	43.4	
RPSA	likely	0	295	0	0	0	0	0	0	0	0	0	0						
RPSA2	likely	0	295	0	0	0	0	0	0	0	0	0	0						
RRH	likely	7	337	78	0	1	0	1	1	0	0	0	0	98.5	78.6		OPN5	31.0	
RTN4RL2	likely	0	420	391	1	1	1	1	1	0	0	1	1	84.3	95.0		RTN4RL1	46.8	2.0
RTP1	likely	1	263	6	0	0	1	1	1	0	0	0	1	97.0	88.2		RTP4	16.7	
RTP2	likely	0	225	0	0	0	0	1	1	0	0	0	0	93.3	82.7				
RTP3	likely	0	232	0	0	0	0	0	1	1	0	0	0	90.5		2.0			
S100A10	likely	0	97	0	0	0	0	1	1	1	0	0	0	100.0	91.8	2.0			
S100A11	likely	0	105	0	0	0	0	1	0	1	0	0	0		80.0	2.0			
S100A16	likely	0	103	0	0	0	0	1	1	1	0	0	0	99.0	84.5	2.0			
S100A7	likely	0	101	0	0	0	0	0	0	1	0	0	0			2.0			
S100A7A	likely	0	101	0	0	0	0	0	0	1	0	0	0			2.0			
S100A8	likely	0	93	0	0	0	0	1	1	1	0	0	0	89.2	55.9	2.0			
S100P	likely	0	95	0	0	0	0	0	1	1	0	0	0	100.0		2.0			
SCARB2	likely	2	478	406	0	0	0	1	1	0	0	0	0	99.0	85.8		CD36	35.9	
SCART1	likely	1	1027	884	1	1	0	1	0	0	1	1	0		60.1		LGALS3BP	16.6	1.0
SCEL	likely	0	688	0	0	0	0	1	1	0	0	0	0	93.9	64.0				
SCIMP	likely	1	145	18	0	1	0	1	1	0	0	0	0	85.5	61.4				
SCN11A	likely	22	1791	404	0	0	0	1	1	0	1	1	1	95.4	72.4		SCN5A	51.7	1.0
SCN1A	likely	22	2009	437	0	0	0	1	1	0	1	1	1	99.7	98.2		SCN2A	83.8	1.0
SDK2	likely	1	2172	1912	1	1	0	1	1	0	1	1	1	98.1	94.8		SDK1	60.6	11.0
SEMA4F	likely	1	770	624	1	1	0	1	1	0	0	1	0	98.1	91.3		SEMA4B	37.5	3.0
SEMA6C	likely	1	930	580	1	1	0	1	0	1	0	1	1		87.8	2.0	SEMA6D	46.1	2.0
SEMG1	likely	0	462	439	1	1	1	0	0	0	0	0	1				SEMG2	61.2	
SERINC1	likely	10	453	90	0	0	0	1	1	0	0	0	1	100.0	95.8		SERINC3	37.9	
SERPINA12	likely	0	414	395	1	1	1	1	1	0	0	0	1	91.3	61.4		SERPINA1	40.3	
SERPINE1	likely	0	402	379	1	1	1	1	1	0	0	0	1	95.0	79.1		SERPINE2	41.4	
SEZ6	likely	1	994	906	1	1	0	1	1	0	1	1	1	97.5	90.5		SUSD6	10.9	2.0
SEZ6L	likely	1	1024	930	1	1	0	1	1	0	0	0	1	97.6	80.4		SEZ6L2	42.9	
SFTPC	likely	1	197	141	0	0	1	1	1	0	0	0	0	92.1	82.2				
SGCA	likely	1	387	267	1	1	0	1	1	0	1	1	1	93.8	88.9		SGCE	41.9	1.0
SGCB	likely	1	318	230	0	0	1	1	1	0	1	1	0	98.7	95.0				1.0
SGCD	likely	1	289	233	0	0	1	1	1	1	0	1	1	98.3	94.1	2.0	SGCZ	55.6	1.0
SGCG	likely	1	291	233	0	0	1	1	1	1	0	0	1	95.5	83.5	2.0	SGCZ	56.4	
SHISA6	likely	1	500	151	1	1	0	1	1	0	0	1	0	98.4	89.1		SHISA8	39.7	1.0
SHISA7	likely	1	538	166	1	1	0	1	0	0	0	1	0		92.9		SHISA8	33.7	2.0
SHISA9	likely	1	424	128	1	1	0	1	0	0	0	1	1		93.6		SHISA8	47.7	1.0
SI	likely	1	1827	1796	0	0	1	1	1	0	0	0	1	95.0	77.7		MGAM	39.6	
SIDT1	likely	11	827	371	1	1	0	1	1	1	0	0	1	97.9	91.7	2.0	SIDT2	53.4	
SIGLEC11	likely	1	698	538	1	1	0	0	0	0	0	1	1				SIGLEC16	74.9	3.0
SIGLEC16	likely	1	481	420	1	1	0	0	0	0	0	1	1				SIGLEC11	74.5	3.0
SIGLEC8	likely	1	499	347	1	1	0	0	0	0	0	1	1				SIGLEC12	54.2	2.0
SIRPB1	likely	1	398	341	1	1	0	0	0	0	0	1	1				SIRPA	84.5	2.0
SIRPB2	likely	1	342	260	1	1	0	0	1	0	1	1	0	93.6			SIRPD	20.4	2.0
SIRPG	likely	1	387	341	1	1	0	0	0	0	0	1	1				SIRPA	77.8	3.0
SIT1	likely	1	196	18	1	1	0	1	1	0	0	0	0	95.4	70.4				
SLAMF8	likely	1	285	212	1	1	0	1	1	0	0	1	0	90.5	75.1		SLAMF9	28.9	3.0
SLC10A2	likely	9	348	70	0	1	0	1	1	0	0	0	0	96.3	80.5		SLC10A6	22.1	
SLC10A5	likely	9	438	169	1	1	0	1	0	0	0	0	0		70.3		SLC10A3	27.5	
SLC11A2	likely	12	568	119	0	0	0	1	1	0	0	0	1	97.5	89.7		SLC11A1	58.0	
SLC12A1	likely	12	1099	111	0	0	0	1	1	1	0	0	1	98.8	92.9	2.0	SLC12A2	58.2	
SLC12A3	likely	12	1021	118	0	0	0	1	1	1	0	0	1	97.6	89.7	2.0	SLC12A2	46.7	
SLC13A1	likely	15	595	150	0	0	1	1	1	1	0	0	1	90.1	81.0	2.0	SLC13A4	52.6	
SLC13A2	likely	15	592	154	0	0	1	1	0	1	1	0	1		76.2	2.0	SLC13A5	48.7	
SLC13A4	likely	15	626	152	0	0	1	1	1	1	0	0	1	98.9	88.8	2.0	SLC13A1	53.9	
SLC16A11	likely	12	447	65	0	0	0	1	1	0	0	0	0	96.4	87.5		SLC16A12	30.8	
SLC16A12	likely	12	516	62	0	0	0	1	1	0	0	0	1	98.6	81.8		SLC16A5	40.6	
SLC16A13	likely	12	426	64	0	0	0	1	1	0	0	0	0	97.4	87.3		SLC16A12	37.5	
SLC16A8	likely	12	504	70	0	0	0	1	1	0	0	0	1	64.3	82.7		SLC16A3	57.1	
SLC17A1	likely	12	467	89	0	0	0	1	1	0	0	0	0	84.4	65.3		SLC17A4	37.5	
SLC17A2	likely	11	439	93	0	0	1	1	1	0	1	0	1	97.5	88.1		SLC17A4	51.0	
SLC17A3	likely	10	420	91	0	0	0	1	1	0	1	0	1	93.0	64.7		SLC17A4	49.0	
