uniprot_accession	hgnc_id	hgnc_symbol	gene_symbol	ensembl_gene	ncbi_gene_id	src_sonnet	src_surfy	src_go	src_hpa	uniprot_optimized	cspa_optimized	n_sources_optimized	topo_gpi_anchored	topo_gpcr_7tm	topo_multi_pass_tm	topo_single_pass_tm	topo_signal_only_secreted	topo_inner_leaflet_lipidated	topo_no_tm_no_signal	up_has_glyc	deeptm_TM_NO_SP
Q9Y625	HGNC:4454	GPC6	GPC6	ENSG00000183098	10082.0	1	1	1	0	1	0	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q99527	HGNC:4485	GPER1	GPER1	ENSG00000164850	2852.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q86YW7	HGNC:18055	GPHB5	GPHB5	ENSG00000179600	122876.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q9NQX3	HGNC:15465	GPHN	GPHN	ENSG00000171723	10243.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P06744	HGNC:4458	GPI	GPI	ENSG00000105220	2821.0	1	0	0	1	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8IV16	HGNC:24945	GPIHBP1	GPIHBP1	ENSG00000277494	338328.0	1	1	1	0	1	0	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P80108	HGNC:4459	GPLD1	GPLD1	ENSG00000112293	2822.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
P51674	HGNC:4460	GPM6A	GPM6A	ENSG00000150625	2823.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q13491	HGNC:4461	GPM6B	GPM6B	ENSG00000046653	2824.0	1	1	0	0	1	1	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q14956	HGNC:4462	GPNMB	GPNMB	ENSG00000136235	10457.0	1	1	0	0	1	1	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q96P66	HGNC:14963	GPR101	GPR101	ENSG00000165370	83550.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q5VW38	HGNC:17830	GPR107	GPR107	ENSG00000148358	57720.0	0	1	0	0	1	1	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q9NPR9	HGNC:17829	GPR108	GPR108	ENSG00000125734	56927.0	0	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q8TDV5	HGNC:19060	GPR119	GPR119	ENSG00000147262	139760.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
P47775	HGNC:4466	GPR12	GPR12	ENSG00000132975	2835.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9UNW8	HGNC:17482	GPR132	GPR132	ENSG00000183484	29933.0	1	1	0	0	1	1	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8IZ08	HGNC:19991	GPR135	GPR135	ENSG00000181619	64582.0	1	0	0	0	1	0	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q96N19	HGNC:24300	GPR137	GPR137	ENSG00000173264	56834.0	1	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
O60478	HGNC:11862	GPR137B	GPR137B	ENSG00000077585	7107.0	0	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8N3F9	HGNC:25445	GPR137C	GPR137C	ENSG00000180998	283554.0	1	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q6DWJ6	HGNC:19995	GPR139	GPR139	ENSG00000180269	124274.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q7Z602	HGNC:19997	GPR141	GPR141	ENSG00000187037	353345.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q7Z601	HGNC:20088	GPR142	GPR142	ENSG00000257008	350383.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
P51810	HGNC:20145	GPR143	GPR143	ENSG00000101850	4935.0	1	1	1	1	1	0	4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q96CH1	HGNC:21718	GPR146	GPR146	ENSG00000164849	115330.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8TDV2	HGNC:23623	GPR148	GPR148	ENSG00000173302	344561.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q86SP6	HGNC:23627	GPR149	GPR149	ENSG00000174948	344758.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P49685	HGNC:4469	GPR15	GPR15	ENSG00000154165	2838.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q8NGU9	HGNC:23628	GPR150	GPR150	ENSG00000178015	285601.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q8TDV0	HGNC:23624	GPR151	GPR151	ENSG00000173250	134391.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8TDT2	HGNC:23622	GPR152	GPR152	ENSG00000175514	390212.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q6NV75	HGNC:23618	GPR153	GPR153	ENSG00000158292	387509.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q7Z3F1	HGNC:22951	GPR155	GPR155	ENSG00000163328	151556.0	0	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8NFN8	HGNC:20844	GPR156	GPR156	ENSG00000175697	165829.0	1	1	1	1	1	0	4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q5UAW9	HGNC:23687	GPR157	GPR157	ENSG00000180758	80045.0	1	1	1	1	1	0	4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q5T848	HGNC:23689	GPR158	GPR158	ENSG00000151025	57512.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q6UWK7	HGNC:31428	GPR15LG	GPR15LG	ENSG00000188373	387695.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Q9UJ42	HGNC:23693	GPR160	GPR160	ENSG00000173890	26996.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8N6U8	HGNC:23694	GPR161	GPR161	ENSG00000143147	23432.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q16538	HGNC:16693	GPR162	GPR162	ENSG00000250510	27239.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q13304	HGNC:4471	GPR17	GPR17	ENSG00000144230	2840.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
O14626	HGNC:30057	GPR171	GPR171	ENSG00000174946	29909.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9NS66	HGNC:18186	GPR173	GPR173	ENSG00000184194	54328.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BXC1	HGNC:30245	GPR174	GPR174	ENSG00000147138	84636.0	1	1	0	1	1	1	4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q14439	HGNC:32370	GPR176	GPR176	ENSG00000166073	11245.0	1	1	0	0	1	1	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q6PRD1	HGNC:31371	GPR179	GPR179	ENSG00000277399	440435.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q14330	HGNC:4472	GPR18	GPR18	ENSG00000125245	2841.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q86V85	HGNC:28899	GPR180	GPR180	ENSG00000152749	160897.0	1	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
P32249	HGNC:3128	GPR183	GPR183	ENSG00000169508	1880.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q15760	HGNC:4473	GPR19	GPR19	ENSG00000183150	2842.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q99678	HGNC:4475	GPR20	GPR20	ENSG00000204882	2843.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q99679	HGNC:4476	GPR21	GPR21	ENSG00000188394	2844.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q99680	HGNC:4477	GPR22	GPR22	ENSG00000172209	2845.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
O00155	HGNC:4480	GPR25	GPR25	ENSG00000170128	2848.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q8NDV2	HGNC:4481	GPR26	GPR26	ENSG00000154478	2849.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q9NS67	HGNC:4482	GPR27	GPR27	ENSG00000170837	2850.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P46089	HGNC:4484	GPR3	GPR3	ENSG00000181773	2827.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
O00270	HGNC:4486	GPR31	GPR31	ENSG00000120436	2853.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
O75388	HGNC:4487	GPR32	GPR32	ENSG00000142511	2854.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q49SQ1	HGNC:4489	GPR33	GPR33	ENSG00000214943	2856.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9UPC5	HGNC:4490	GPR34	GPR34	ENSG00000171659	2857.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9HC97	HGNC:4492	GPR35	GPR35	ENSG00000178623	2859.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
O15354	HGNC:4494	GPR37	GPR37	ENSG00000170775	2861.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
O60883	HGNC:14923	GPR37L1	GPR37L1	ENSG00000170075	9283.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
O43194	HGNC:4496	GPR39	GPR39	ENSG00000183840	2863.0	1	1	0	0	1	1	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P46093	HGNC:4497	GPR4	GPR4	ENSG00000177464	2828.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
O15529	HGNC:4500	GPR42	GPR42	ENSG00000126251	2866.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9Y5Y3	HGNC:4503	GPR45	GPR45	ENSG00000135973	11250.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q13585	HGNC:4506	GPR50	GPR50	ENSG00000102195	9248.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q9Y2T5	HGNC:4508	GPR52	GPR52	ENSG00000203737	9293.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9Y2T6	HGNC:4511	GPR55	GPR55	ENSG00000135898	9290.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P46095	HGNC:4515	GPR6	GPR6	ENSG00000146360	2830.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BZJ8	HGNC:13300	GPR61	GPR61	ENSG00000156097	83873.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BZJ7	HGNC:13301	GPR62	GPR62	ENSG00000180929	118442.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BZJ6	HGNC:13302	GPR63	GPR63	ENSG00000112218	81491.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8IYL9	HGNC:4517	GPR65	GPR65	ENSG00000140030	8477.0	1	1	0	0	1	1	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q15743	HGNC:4519	GPR68	GPR68	ENSG00000119714	8111.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
O95800	HGNC:4526	GPR75	GPR75	ENSG00000119737	10936.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q96P69	HGNC:4528	GPR78	GPR78	ENSG00000155269	27201.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q96P67	HGNC:4533	GPR82	GPR82	ENSG00000171657	27197.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9NYM4	HGNC:4523	GPR83	GPR83	ENSG00000123901	10888.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q9NQS5	HGNC:4535	GPR84	GPR84	ENSG00000139572	53831.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
P60893	HGNC:4536	GPR85	GPR85	ENSG00000164604	54329.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9BY21	HGNC:4538	GPR87	GPR87	ENSG00000138271	53836.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9GZN0	HGNC:4539	GPR88	GPR88	ENSG00000181656	54112.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q8NFJ5	HGNC:9836	GPRC5A	GPRC5A	ENSG00000013588	9052.0	1	1	0	1	1	1	4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q9NZH0	HGNC:13308	GPRC5B	GPRC5B	ENSG00000167191	51704.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q9NQ84	HGNC:13309	GPRC5C	GPRC5C	ENSG00000170412	55890.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q9NZD1	HGNC:13310	GPRC5D	GPRC5D	ENSG00000111291	55507.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Q5T6X5	HGNC:18510	GPRC6A	GPRC6A	ENSG00000173612	222545.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q7Z2K8	HGNC:24835	GPRIN1	GPRIN1	ENSG00000169258	114787.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
O60269	HGNC:23730	GPRIN2	GPRIN2	ENSG00000204175	9721.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
O75715	HGNC:4557	GPX5	GPX5	ENSG00000224586	2880.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q8TED1	HGNC:33100	GPX8	GPX8	ENSG00000164294	493869.0	0	0	0	1	0	0	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q96CP6	HGNC:29305	GRAMD1A	GRAMD1A	ENSG00000089351	57655.0	0	0	0	1	1	0	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q3KR37	HGNC:29214	GRAMD1B	GRAMD1B	ENSG00000023171	57476.0	0	1	0	1	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q8IYS0	HGNC:25252	GRAMD1C	GRAMD1C	ENSG00000178075	54762.0	0	0	0	0	1	0	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Q8IUY3	HGNC:27287	GRAMD2A	GRAMD2A	ENSG00000175318	196996.0	0	0	0	0	1	0	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
O75791	HGNC:4563	GRAP2	GRAP2	ENSG00000100351	9402.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P62993	HGNC:4566	GRB2	GRB2	ENSG00000177885	2885.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q14451	HGNC:4567	GRB7	GRB7	ENSG00000141738	2886.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
O60565	HGNC:2001	GREM1	GREM1	ENSG00000166923	26585.0	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
A0A0J9YXV3	HGNC:27549	GREP1	GREP1	ENSG00000262152	283875.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
P42261	HGNC:4571	GRIA1	GRIA1	ENSG00000155511	2890.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
P42262	HGNC:4572	GRIA2	GRIA2	ENSG00000120251	2891.0	1	1	1	0	1	1	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
P42263	HGNC:4573	GRIA3	GRIA3	ENSG00000125675	2892.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
P48058	HGNC:4574	GRIA4	GRIA4	ENSG00000152578	2893.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q9ULK0	HGNC:4575	GRID1	GRID1	ENSG00000182771	2894.0	1	1	1	0	1	1	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
O43424	HGNC:4576	GRID2	GRID2	ENSG00000152208	2895.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
A4D2P6	HGNC:18464	GRID2IP	GRID2IP	ENSG00000215045	392862.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P39086	HGNC:4579	GRIK1	GRIK1	ENSG00000171189	2897.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q13002	HGNC:4580	GRIK2	GRIK2	ENSG00000164418	2898.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q13003	HGNC:4581	GRIK3	GRIK3	ENSG00000163873	2899.0	1	1	1	0	1	1	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q16099	HGNC:4582	GRIK4	GRIK4	ENSG00000149403	2900.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q16478	HGNC:4583	GRIK5	GRIK5	ENSG00000105737	2901.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q05586	HGNC:4584	GRIN1	GRIN1	ENSG00000176884	2902.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q12879	HGNC:4585	GRIN2A	GRIN2A	ENSG00000183454	2903.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q13224	HGNC:4586	GRIN2B	GRIN2B	ENSG00000273079	2904.0	1	1	1	1	1	0	4	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q14957	HGNC:4587	GRIN2C	GRIN2C	ENSG00000161509	2905.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
O15399	HGNC:4588	GRIN2D	GRIN2D	ENSG00000105464	2906.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q8TCU5	HGNC:16767	GRIN3A	GRIN3A	ENSG00000198785	116443.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
O60391	HGNC:16768	GRIN3B	GRIN3B	ENSG00000116032	116444.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Q7Z429	HGNC:4589	GRINA	GRINA	ENSG00000178719	2907.0	1	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
P25098	HGNC:289	GRK2	GRK2	ENSG00000173020	156.0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P35626	HGNC:290	GRK3	GRK3	ENSG00000100077	157.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P34947	HGNC:4544	GRK5	GRK5	ENSG00000198873	2869.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q13255	HGNC:4593	GRM1	GRM1	ENSG00000152822	2911.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q14416	HGNC:4594	GRM2	GRM2	ENSG00000164082	2912.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q14832	HGNC:4595	GRM3	GRM3	ENSG00000198822	2913.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q14833	HGNC:4596	GRM4	GRM4	ENSG00000124493	2914.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P41594	HGNC:4597	GRM5	GRM5	ENSG00000168959	2915.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
O15303	HGNC:4598	GRM6	GRM6	ENSG00000113262	2916.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Q14831	HGNC:4599	GRM7	GRM7	ENSG00000196277	2917.0	1	1	1	0	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
O00222	HGNC:4600	GRM8	GRM8	ENSG00000179603	2918.0	1	1	0	0	1	0	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P28799	HGNC:4601	GRN	GRN	ENSG00000030582	2896.0	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
P30550	HGNC:4609	GRPR	GRPR	ENSG00000126010	2925.0	1	1	0	1	1	0	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Q96QA5	HGNC:13311	GSDMA	GSDMA	ENSG00000167914	284110.0	1	0	0	1	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8TAX9	HGNC:23690	GSDMB	GSDMB	ENSG00000073605	55876.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BYG8	HGNC:7151	GSDMC	GSDMC	ENSG00000147697	56169.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P57764	HGNC:25697	GSDMD	GSDMD	ENSG00000104518	79792.0	1	0	0	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
O60443	HGNC:2810	GSDME	GSDME	ENSG00000105928	1687.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q2KHT4	HGNC:19716	GSG1	GSG1	ENSG00000111305	83445.0	1	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Q6UXU4	HGNC:28283	GSG1L	GSG1L	ENSG00000169181	146395.0	1	1	1	0	1	0	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
A8MUP6	HGNC:51826	GSG1L2	GSG1L2	ENSG00000214978	644070.0	1	1	0	0	1	0	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
P06396	HGNC:4620	GSN	GSN	ENSG00000148180	2934.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q9NYZ3	HGNC:13698	GTSE1	GTSE1	ENSG00000075218	51512.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q02747	HGNC:4682	GUCA2A	GUCA2A	ENSG00000197273	2980.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
P25092	HGNC:4688	GUCY2C	GUCY2C	ENSG00000070019	2984.0	1	1	0	0	1	0	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Q02846	HGNC:4689	GUCY2D	GUCY2D	ENSG00000132518	3000.0	1	0	1	0	1	0	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
P51841	HGNC:4691	GUCY2F	GUCY2F	ENSG00000101890	2986.0	1	0	0	0	1	0	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q16774	HGNC:4693	GUK1	GUK1	ENSG00000143774	2987.0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P08236	HGNC:4696	GUSB	GUSB	ENSG00000169919	2990.0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
P02724	HGNC:4702	GYPA	GYPA	ENSG00000170180	2993.0	1	1	0	1	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
P06028	HGNC:4703	GYPB	GYPB	ENSG00000250361	2994.0	1	0	0	0	1	0	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
P04921	HGNC:4704	GYPC	GYPC	ENSG00000136732	2995.0	1	1	0	1	1	0	3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
