uniprot_accession	gene_symbol_input	gene_symbol	gene_symbol_mapping_status	gene_symbol_resolved	gene_symbol_mygene_score	uniprot_entry_name	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	deeptmhmm_surface_flag	compartments_surface_flag	n_sources_surface	in_db_union	ml_only_edge_case	sources_present	go_n_go_ids	go_has_experimental	go_has_curated	go_has_sequence	go_has_electronic	go_low_confidence_only	surfy_label	surfy_ml_score	cspa_category	cspa_is_high_confidence	cspa_is_putative	cspa_is_unspecific	cspa_category_missing	cspa_any_high_confidence_precollapse	cspa_any_putative_precollapse	cspa_any_unspecific_precollapse	cspa_any_missing_category_precollapse	cspa_mixed_category_conflict	uniprot_split_mapping_ambiguous	go_split_mapping_ambiguous	surfy_split_mapping_ambiguous	cspa_split_mapping_ambiguous	deeptmhmm_split_mapping_ambiguous	hpa_split_mapping_ambiguous	compartments_split_mapping_ambiguous	split_mapping_ambiguous_any_source	deeptmhmm_label	deeptmhmm_label_source	hpa_reliability	hpa_pm_accessible	hpa_junctional	hpa_secreted_only	hpa_trafficking_associated	hpa_pm_reliability	hpa_junction_reliability	hpa_pm_in_enhanced	hpa_pm_in_supported	hpa_pm_in_approved	hpa_pm_in_uncertain	hpa_cj_in_enhanced	hpa_cj_in_supported	hpa_cj_in_approved	hpa_cj_in_uncertain	hpa_has_extracellular	hpa_locations	hpa_go_ids	hpa_low_confidence_only	hpa_ensembl_gene_id	compartments_integrated_stars_max	compartments_knowledge_stars_max	compartments_experiments_stars_max	compartments_textmining_stars_max	compartments_predictions_stars_max	compartments_surface_terms	compartments_low_confidence_only	compartments_corroborated	compartments_ensembl_protein_id
Q96RD6	PANX2	PANX2	exact	PANX2	17.59916	PANX2_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.6647											0	0	0	0	0	0	0	0	TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000073150								1	
Q96RT1	ERBIN	ERBIN	exact	ERBIN	17.59421	ERBIN_HUMAN	1	1	0	0	1	0	0	3	1	0	uniprot,go,hpa	2	1.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0			Supported	1.0	1.0	0.0	0.0	supported	supported	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Cell Junctions;Plasma membrane	GO:0005886;GO:0030054	0.0	ENSG00000112851								1	
Q96S37	SLC22A12	SLC22A12	exact	SLC22A12	19.580687	S22AC_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	2	1.0	1.0	1.0	1.0	0.0	surface	0.2637											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q96SJ8	TSPAN18	TSPAN18	exact	TSPAN18	18.208042	TSN18_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.7026	2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q99062	CSF3R	CSF3R	exact	CSF3R	17.1387	CSF3R_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	1	0.0	1.0	0.0	0.0	0.0	surface	0.9561											0	0	0	0	0	0	0	0	SP+TM	human_canonical																					3.926	3.0	0.0	2.315	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000362195
Q99075	HBEGF	HBEGF	exact	HBEGF	17.763134	HBEGF_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	1	1.0	1.0	0.0	0.0	0.0	surface	0.5864											0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	0.0	0.0	1.0	1.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Golgi apparatus;Vesicles;Predicted to be secreted	GO:0005794;GO:0043231	1.0	ENSG00000113070	4.566	4.0	0.0	2.829	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000230990
Q99466	NOTCH4	NOTCH4	exact	NOTCH4	18.818483	NOTC4_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	1	1.0	0.0	0.0	0.0	0.0	surface	0.8004											0	0	0	0	0	0	0	0	SP+TM	human_canonical																					5.0	5.0	0.0	2.258	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000364163
Q99500	S1PR3	S1PR3	exact	S1PR3	18.184546	S1PR3_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.9793	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																					2.249	0.0	0.0	2.249	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000365006
Q99527	GPER1	GPER1	exact	GPER1	17.564419	GPER1_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	2	0.0	0.0	1.0	0.0	0.0	surface	0.9681											0	0	0	0	0	0	0	0	TM	human_canonical																					2.106	0.0	0.0	2.106	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000380281
Q99571	P2RX4	P2RX4	exact	P2RX4	18.310173	P2RX4_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.7745	2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																					2.055	0.0	0.0	2.055	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000353032
Q99572	P2RX7	P2RX7	exact	P2RX7	18.033842	P2RX7_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm	1	0.0	0.0	0.0	1.0	1.0	surface	0.7159	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																					3.375	2.0	0.0	2.291	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000330696
Q99677	LPAR4	LPAR4	exact	LPAR4	17.698376	LPAR4_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.9621											0	0	0	0	0	0	0	0	TM	human_canonical	Supported	1.0	0.0	0.0	1.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Nuclear bodies;Vesicles	GO:0005886;GO:0016604;GO:0043231	0.0	ENSG00000147145								1	
Q99678	GPR20	GPR20	exact	GPR20	17.767147	GPR20_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.9735											0	0	0	0	0	0	0	0	TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000204882								1	
Q99788	CMKLR1	CMKLR1	exact	CMKLR1	17.587036	CML1_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.8804	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q99828	CIB1	CIB1	exact	CIB1	17.818092	CIB1_HUMAN	1	1	0	0	1	0	0	3	1	0	uniprot,go,hpa	3	1.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Nucleoplasm;Plasma membrane;Nuclear bodies	GO:0005654;GO:0005886;GO:0016604	0.0	ENSG00000185043								1	
Q99884	SLC6A7	SLC6A7	exact	SLC6A7	17.589306	SC6A7_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm	1	0.0	0.0	0.0	1.0	1.0	surface	0.7804											0	0	0	0	0	0	0	0	TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	0.0	ENSG00000011083								1	
Q9BQ31	KCNS3	KCNS3	exact	KCNS3	18.197285	KCNS3_HUMAN	1	1	0	0	1	0	0	3	1	0	uniprot,go,hpa	1	0.0	1.0	0.0	1.0	0.0													0	0	0	0	0	0	0	0			Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Golgi apparatus;Plasma membrane	GO:0005794;GO:0005829;GO:0005886	0.0	ENSG00000170745								1	
Q9BQS7	HEPH	HEPH	exact	HEPH	17.531303	HEPH_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	1	1.0	0.0	0.0	1.0	0.0	surface	0.7186											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q9BQT9	CLSTN3	CLSTN3	exact	CLSTN3	17.641203	CSTN3_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	3	0.0	1.0	0.0	1.0	0.0	surface	0.9261											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q9BSA4	TTYH2	TTYH2	exact	TTYH2	17.64213	TTYH2_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.7513	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q9BTN0	LRFN3	LRFN3	exact	LRFN3	19.203405	LRFN3_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	6	0.0	1.0	0.0	1.0	0.0	surface	0.8683											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q9BWV1	BOC	BOC	exact	BOC	17.608652	BOC_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.9661											0	0	0	0	0	0	0	0	SP+TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Nuclear bodies;Plasma membrane;Nucleoplasm	GO:0005654;GO:0005886;GO:0016604	0.0	ENSG00000144857								1	
Q9BX67	JAM3	JAM3	exact	JAM3	18.120182	JAM3_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.9579	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Uncertain	0.0	0.0	1.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Golgi apparatus;Predicted to be secreted	GO:0005794	1.0	ENSG00000166086	2.11	0.0	0.0	2.11	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000299106
Q9BXA5	SUCNR1	SUCNR1	exact	SUCNR1	18.055584	SUCR1_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.7688	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q9BXJ7	AMN	AMN	exact	AMN	17.306795	AMNLS_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	3	1.0	1.0	0.0	1.0	0.0	surface	0.7665											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q9BXN2	CLEC7A	CLEC7A	exact	CLEC7A	19.425863	CLC7A_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	1	1.0	1.0	0.0	1.0	0.0	surface	0.7086											0	0	0	0	0	0	0	0	TM	human_canonical																					4.564	4.0	0.0	2.82	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000302569
Q9BXR5	TLR10	TLR10	exact	TLR10	19.510767	TLR10_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.8643											0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Endoplasmic reticulum	GO:0005783;GO:0005886	0.0	ENSG00000174123	2.579	0.0	0.0	2.579	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000308925
Q9BXT2	CACNG6	CACNG6	exact	CACNG6	18.834822		0	1	1	1	0	1	0	3	1	0	go,surfy,cspa,deeptmhmm	2	1.0	1.0	0.0	0.0	0.0	surface	0.6487	2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q9BY07	SLC4A5	SLC4A5	exact	SLC4A5	18.155903	S4A5_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	2	1.0	0.0	1.0	1.0	0.0	surface	0.6766											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q9BY15	ADGRE3	ADGRE3	exact	ADGRE3	19.432344	AGRE3_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.9946	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q9BYE2	TMPRSS13	TMPRSS13	exact	TMPRSS13	18.296295	TMPSD_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.7345											0	0	0	0	0	0	0	0	TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	Nucleoplasm;Plasma membrane;Predicted to be secreted	GO:0005654;GO:0005886	0.0	ENSG00000137747								1	
Q9BYE9	CDHR2	CDHR2	exact	CDHR2	17.617298	CDHR2_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	3	1.0	0.0	0.0	1.0	0.0	surface	0.9661											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q9BYF1	ACE2	ACE2	exact	ACE2	16.336182	ACE2_HUMAN	1	1	1	0	0	1	1	3	1	0	uniprot,go,surfy,deeptmhmm,compartments	3	1.0	0.0	0.0	1.0	0.0	surface	0.9322											0	0	0	0	0	0	0	0	SP+TM	human_canonical																					5.0	5.0	0.0	3.427	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000389326
Q9BZ11	ADAM33	ADAM33	exact	ADAM33	18.383163	ADA33_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.8623											0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Nuclear speckles	GO:0005886;GO:0016607	0.0	ENSG00000149451								1	
Q9BZA7	PCDH11X	PCDH11X	exact	PCDH11X	18.653856	PC11X_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.9641											0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	1.0	0.0	0.0	1.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Cytosol;Vesicles	GO:0005829;GO:0005886;GO:0043231	0.0	ENSG00000102290	2.151	0.0	0.0	2.151	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000362186
Q9BZA8	PCDH11Y	PCDH11Y	exact	PCDH11Y	24.755363	PC11Y_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.9082											0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	1.0	0.0	0.0	1.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Cytosol;Vesicles	GO:0005829;GO:0005886;GO:0043231	0.0	ENSG00000099715								1	
Q9BZC7	ABCA2	ABCA2	exact	ABCA2	16.654867		0	1	1	1	0	1	0	3	1	0	go,surfy,cspa,deeptmhmm	1	0.0	1.0	0.0	0.0	0.0	surface	0.9102	2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q9BZG2	ACP4	ACP4	exact	ACP4	19.158054	PPAT_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.6287											0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane;Microtubules;Nuclear bodies	GO:0005886;GO:0015630;GO:0016604	0.0	ENSG00000142513								1	
Q9BZJ6	GPR63	GPR63	exact	GPR63	17.587515	GPR63_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.8564											0	0	0	0	0	0	0	0	TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Nucleoplasm;Plasma membrane	GO:0005654;GO:0005829;GO:0005886	0.0	ENSG00000112218								1	
Q9BZM4	ULBP3	ULBP3	exact	ULBP3	21.819372		0	1	1	1	0	0	0	3	1	0	go,surfy,cspa	1	0.0	1.0	0.0	0.0	0.0	surface	0.5768	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP	human_canonical																					3.999	3.0	0.0	2.498	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000356308
Q9BZM6	ULBP1	ULBP1	exact	ULBP1	23.052155		0	1	1	0	1	0	0	3	1	0	go,surfy,hpa	1	0.0	1.0	0.0	0.0	0.0	surface	0.5888											0	0	0	0	0	0	0	0	SP	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	0.0	ENSG00000111981	4.068	3.0	0.0	2.669	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000229708
Q9BZV2	SLC19A3	SLC19A3	exact	SLC19A3	18.818483	S19A3_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.6507											0	0	0	0	0	0	0	0	TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Nucleoplasm;Plasma membrane;Cytosol	GO:0005654;GO:0005829;GO:0005886	0.0	ENSG00000135917								1	
Q9BZZ2	SIGLEC1	SIGLEC1	exact	SIGLEC1	18.413666	SN_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.9212	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical																					2.745	0.0	0.0	2.745	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000341141
Q9C0A0	CNTNAP4	CNTNAP4	exact	CNTNAP4	18.466312	CNTP4_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	1	0.0	0.0	1.0	1.0	0.0	surface	0.7904											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q9C0C4	SEMA4C	SEMA4C	exact	SEMA4C	17.059036	SEM4C_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm	1	0.0	0.0	0.0	1.0	1.0	surface	0.9497	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q9C0H2	TTYH3	TTYH3	exact	TTYH3	18.237741	TTYH3_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.694	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q9GZN0	GPR88	GPR88	exact	GPR88	18.014982	GPR88_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	1	1.0	0.0	0.0	1.0	0.0	surface	0.7771											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q9GZQ4	NMUR2	NMUR2	exact	NMUR2	18.287783	NMUR2_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.8629											0	0	0	0	0	0	0	0	TM	human_canonical	Supported	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plasma membrane	GO:0005886	0.0	ENSG00000132911								1	
Q9GZZ6	CHRNA10	CHRNA10	exact	CHRNA10	18.386143	ACH10_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	4	1.0	0.0	0.0	1.0	0.0	surface	0.8283											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q9H013	ADAM19	ADAM19	exact	ADAM19	18.189812	ADA19_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.8643	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q9H0X4	FAM234A	FAM234A	exact	FAM234A	17.608814	F234A_HUMAN	1	1	0	1	0	0	0	3	1	0	uniprot,go,cspa	1	1.0	1.0	0.0	0.0	0.0			2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0																														1	
Q9H156	SLITRK2	SLITRK2	exact	SLITRK2	17.58929	SLIK2_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm	1	0.0	0.0	0.0	1.0	1.0	surface	0.9741	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q9H1C0	LPAR5	LPAR5	exact	LPAR5	18.267927	LPAR5_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.8869	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q9H1Y3	OPN3	OPN3	exact	OPN3	17.647684	OPN3_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm							surface	0.9421											0	0	0	0	0	0	0	0	TM	human_canonical	Approved	1.0	0.0	0.0	0.0	supported		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Nucleoplasm;Basal body;Plasma membrane;Primary cilium	GO:0005654;GO:0005829;GO:0005886;GO:0005929;GO:0036064	0.0	ENSG00000054277								1	
Q9H222	ABCG5	ABCG5	exact	ABCG5	17.551216	ABCG5_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	2	1.0	1.0	1.0	1.0	0.0	surface	0.7285											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q9H228	S1PR5	S1PR5	exact	S1PR5	18.942057	S1PR5_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.9048	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																					2.254	0.0	0.0	2.254	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000328472
Q9H244	P2RY12	P2RY12	exact	P2RY12	17.818241	P2Y12_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	3	1.0	0.0	0.0	1.0	0.0	surface	0.7964											0	0	0	0	0	0	0	0	TM	human_canonical																					4.463	4.0	0.0	2.588	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000307259
Q9H251	CDH23	CDH23	exact	CDH23	17.668276	CAD23_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	1	0.0	1.0	0.0	0.0	0.0	surface	0.8922											0	0	0	0	0	0	0	0	SP+TM	human_canonical																												1	
Q9H295	DCSTAMP	DCSTAMP	exact	DCSTAMP	17.883995	DCSTP_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	1	1.0	1.0	0.0	1.0	0.0	surface	0.6846											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q9H2A7	CXCL16	CXCL16	exact	CXCL16	18.2137	CXL16_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.9649	1 - high confidence	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	SP+TM	human_canonical	Approved	0.0	0.0	1.0	1.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Golgi apparatus;Vesicles;Predicted to be secreted	GO:0005794;GO:0043231	1.0	ENSG00000161921	2.54	0.0	0.0	2.54	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000293778
Q9H2B4	SLC26A1	SLC26A1	exact	SLC26A1	17.669249	S26A1_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	1	0.0	0.0	1.0	1.0	0.0	surface	0.7784											0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q9H2J7	SLC6A15	SLC6A15	exact	SLC6A15	17.577667	S6A15_HUMAN	1	0	1	1	0	1	0	3	1	0	uniprot,surfy,cspa,deeptmhmm							surface	0.9182	2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical																												1	
Q9H2X3	CLEC4M	CLEC4M	exact	CLEC4M	24.286362	CLC4M_HUMAN	1	1	1	0	0	1	0	3	1	0	uniprot,go,surfy,deeptmhmm	1	0.0	1.0	0.0	0.0	0.0	surface	0.6427											0	0	0	0	0	0	0	0	TM	human_canonical																					4.009	3.0	0.0	2.522	0.0	GO:0005887,GO:0009986	0.0	1	ENSP00000316228
Q9H313	TTYH1	TTYH1	exact	TTYH1	18.001207	TTYH1_HUMAN	1	0	1	0	1	1	0	3	1	0	uniprot,surfy,hpa,deeptmhmm	1	0.0	0.0	0.0	1.0	1.0	surface	0.5828											0	0	0	0	0	0	0	0	TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Nucleoplasm;Plasma membrane	GO:0005654;GO:0005886	0.0	ENSG00000167614								1	
Q9H330	TMEM245	TMEM245	exact	TMEM245	17.597807		0	0	1	1	1	1	0	3	1	0	surfy,cspa,hpa,deeptmhmm							surface	0.7884	2 - putative	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	TM	human_canonical	Approved	1.0	0.0	0.0	0.0	approved		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Cytosol;Plasma membrane	GO:0005829;GO:0005886	0.0	ENSG00000106771								1	
