gene_symbol	uniprot_id	uniprot_name	surfaceome_label	label_source	already_in_control_panel	internal_compartment_hint	has_cell_membrane_uniprot	has_gpi_uniprot	is_only_secreted_uniprot	uniprot_subcellular	max_tpm_gtex	max_ntpm_hpa_tissue	max_tpm_hpa_celline	max_tpm_tcga	max_expression_any
LHFPL5	Q8TAF8	TMHS_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	5.25093	17.2	66.0	15.059523359231145	66.0
EPHA10	Q5JZY3	EPHAA_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Secreted;Cell membrane (Single-pass type I membrane protein)	34.5959	12.5	65.9	30.949697134446826	65.9
LY6G6F	Q5SQ64	LY66F_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	7.70519	3.6	65.9	16.41009957159579	65.9
HTR1B	P28222	5HT1B_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	17.3393	7.5	64.4	65.77092544233385	65.77092544233385
CLDN24	A6NM45	CLD24_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, tight junction;Cell membrane (Multi-pass membrane protein)	0.204622	0.7	65.1	7.759771079482149	65.1
SLC22A4	Q9H015	S22A4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	27.689	19.5	46.3	64.07001764455433	64.07001764455433
LRRC52	Q8N7C0	LRC52_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass membrane protein)	39.8648	15.6	62.5	63.72013238329828	63.72013238329828
MPZL3	Q6UWV2	MPZL3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	53.0619	32.0	63.3	56.17180730261521	63.3
MFSD6L	Q8IWD5	MFS6L_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	63.2579	23.6	23.0	41.67081406620892	63.2579
ABCA1	O95477	ABCA1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	54.5295	36.2	60.1	62.882080997564046	62.882080997564046
P2RY1	P47900	P2RY1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	44.1945	23.9	56.5	62.808026345782736	62.808026345782736
UNC5D	Q6UXZ4	UNC5D_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	5.20449	5.6	33.7	62.27049455044081	62.27049455044081
CSMD1	Q96PZ7	CSMD1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	0.0	4.0	62.0	0.0	62.0
TMEM110	Q86TL2	TM110_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	44.5535	0.0	0.0	61.99056411050416	61.99056411050416
HTR1F	P30939	5HT1F_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	1.9319	3.3	20.7	61.96049291189521	61.96049291189521
FAT4	Q6V0I7	FAT4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	16.2073	9.4	61.5	45.850594511443	61.5
CALCR	P30988	CALCR_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	3.03767	4.0	61.0	60.47957707598152	61.0
LRRC3B	Q96PB8	LRC3B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	24.6992	23.8	20.4	60.89181063614128	60.89181063614128
DSCAML1	Q8TD84	DSCL1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	13.6229	18.7	43.2	60.79059641508422	60.79059641508422
LINGO3	P0C6S8	LIGO3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	41.5278	23.5	32.7	60.391605040855346	60.391605040855346
CNTNAP5	Q8WYK1	CNTP5_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	6.5511	4.7	34.7	60.34975858149773	60.34975858149773
PCDHB9	Q9Y5E1	PCDB9_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	3.08768	4.1	20.7	59.41995965781717	59.41995965781717
OR10G2	Q8NGC3	O10G2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	0.324008	0.1	59.1	1.620017875479411	59.1
IL18R1	Q13478	IL18R_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	46.8579	11.3	36.9	59.02178127416696	59.02178127416696
ANO3	Q9BYT9	ANO3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	50.7839	58.4	45.6	38.27053869092732	58.4
PCDHB3	Q9Y5E6	PCDB3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	3.60479	3.4	38.2	58.10841396480546	58.10841396480546
ADAM32	Q8TC27	ADA32_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	57.5628	26.5	15.4	45.35118015289801	57.5628
PCDHB15	Q9Y5E8	PCDBF_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	16.419	7.1	25.0	57.47150393147757	57.47150393147757
LRRTM3	Q86VH5	LRRT3_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse, postsynaptic cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein)	15.5613	10.4	12.2	57.41973928204089	57.41973928204089
GPR137C	Q8N3F9	G137C_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	57.1683	26.0	30.9	22.119314616353563	57.1683
KIAA1549L	Q6ZVL6	K154L_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	29.5164	30.9	50.4	56.948055108256305	56.948055108256305
SLC34A3	Q8N130	NPT2C_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	9.69852	14.3	52.9	56.770698507635686	56.770698507635686
SLITRK5	O94991	SLIK5_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	9.41917	9.6	56.6	10.610082966317425	56.6
NRG2	O14511	NRG2_HUMAN	surface	machine learning	False	False	True	False	False	Secreted;Cell membrane (Single-pass type I membrane protein)	20.8283	11.6	19.6	56.26923174760019	56.26923174760019
SLC10A6	Q3KNW5	SOAT_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	22.0983	12.3	6.1	56.03181235921624	56.03181235921624
PCDHAC2	Q9Y5I4	PCDC2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	10.3318	40.4	23.6	55.98134441906552	55.98134441906552
GRIK4	Q16099	GRIK4_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)	5.45506	6.3	35.2	55.76832869491777	55.76832869491777
IFNLR1	Q8IU57	INLR1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	12.2097	9.1	55.0	39.9594243929915	55.0
IZUMO1	Q8IYV9	IZUM1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	54.7898	17.5	6.5	8.12023986700399	54.7898
LRIT2	A6NDA9	LRIT2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	4.69385	54.7	2.1	17.03955005243542	54.7
PTGDR	Q13258	PD2R_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	10.049	7.4	54.5	49.88973436183531	54.5
FFAR4	Q5NUL3	FFAR4_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	18.4564	10.7	31.7	53.448331540365146	53.448331540365146
GPR75	O95800	GPR75_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	5.36949	9.8	12.2	53.4298106232509	53.4298106232509
MRGPRE	Q86SM8	MRGRE_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	3.69455	1.4	13.9	52.67960467416962	52.67960467416962
CLRN1	P58418	CLRN1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	2.06294	11.8	13.0	52.34836020308674	52.34836020308674
EPHA6	Q9UF33	EPHA6_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	4.79929	7.7	52.3	37.91934014134834	52.3
HTR3B	O95264	5HT3B_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	5.07026	3.9	52.1	40.598779867247565	52.1
PCDHA4	Q9UN74	PCDA4_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	0.58636	1.9	15.6	52.08053266814849	52.08053266814849
TMEM217	Q8N7C4	TM217_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	6.22366	8.4	18.0	51.42050748265394	51.42050748265394
LINGO2	Q7L985	LIGO2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	15.6044	8.2	51.1	31.910400043266232	51.1
FZD3	Q9NPG1	FZD3_HUMAN	surface	machine learning	False	False	True	False	False	Apical cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein);Cell surface;Membrane (Multi-pass membrane protein)	10.3614	13.6	51.0	44.44864525233453	51.0
PKD1L1	Q8TDX9	PK1L1_HUMAN	surface	machine learning	False	False	False	False	False	Cell projection, cilium membrane (Multi-pass membrane protein)	1.59362	2.6	16.9	50.56865391595848	50.56865391595848
C14ORF37	Q86TY3	CN037_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	5.1828	0.0	0.0	50.470602899541646	50.470602899541646
TMC7	Q7Z402	TMC7_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	17.3968	12.3	24.1	50.13934438047066	50.13934438047066
LRFN2	Q9ULH4	LRFN2_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse;Cell junction, synapse, postsynaptic cell membrane;Membrane (Single-pass type I membrane protein)	9.68853	6.3	35.9	50.080296291789466	50.080296291789466
ABCG4	Q9H172	ABCG4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	49.7222	48.3	14.5	41.139858663618405	49.7222
SCN5A	Q14524	SCN5A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	36.2589	49.7	37.8	33.91043665047296	49.7
SCN11A	Q9UI33	SCNBA_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	2.75769	2.8	9.0	49.53137869111243	49.53137869111243
NALCN	Q8IZF0	NALCN_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	8.19161	15.1	36.3	49.469617416267305	49.469617416267305
PCDHB6	Q9Y5E3	PCDB6_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	4.3508	2.2	27.9	49.260887447238034	49.260887447238034
MSLNL	Q96KJ4	MSLNL_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	0.917844	0.6	49.2	32.360352512344534	49.2
GRM5	P41594	GRM5_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	2.63439	13.9	7.4	49.168780169725075	49.168780169725075
ACVR2A	P27037	AVR2A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	26.9516	18.1	32.0	48.79868736211881	48.79868736211881
MFSD2B	A6NFX1	MFS2B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	3.89311	11.2	26.8	48.77839636238172	48.77839636238172
LRRC24	Q50LG9	LRC24_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	0.0	12.5	27.4	48.70069232578997	48.70069232578997
SLC2A13	Q96QE2	MYCT_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	12.6897	27.2	29.6	48.528833322206424	48.528833322206424
PCDHA1	Q9Y5I3	PCDA1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Secreted	0.0	1.9	48.5	35.97093844570069	48.5
PCDHA3	Q9Y5H8	PCDA3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	2.01763	1.7	16.2	48.33077251871673	48.33077251871673
